"time","TRes","heatCapacitor_T","switch_Controll"
0,293.14999999999998,20,0
0.001,293.15999825651761,20.009998256517633,0
0.002,293.16999509345459,20.019995093454611,0
0.003,293.17999100267201,20.029991002672034,0
0.004,293.18998530477666,20.039985304776678,0
0.005,293.19997614380213,20.049976143802155,0
0.006,293.20996574764291,20.059965747642934,0
0.007,293.21995411629899,20.069954116299016,0
0.008,293.22994124977049,20.079941249770513,0
0.009,293.23992714805729,20.089927148057313,0
0.01,293.24991181115939,20.099911811159416,0
0.011,293.25989523907691,20.109895239076934,0
0.012,293.26987743180968,20.119877431809698,0
0.013,293.27985838935786,20.129858389357878,0
0.014,293.28983811172134,20.13983811172136,0
0.015,293.29981659890012,20.149816598900145,0
0.016,293.30979385089432,20.159793850894346,0
0.017,293.31976986770377,20.169769867703792,0
0.018,293.32974464932863,20.179744649328654,0
0.019,293.3397181957688,20.189718195768819,0
0.02,293.34969050702432,20.199690507024343,0
0.021,293.35966158309515,20.209661583095169,0
0.022,293.36963142398133,20.219631423981355,0
0.023,293.37960002968282,20.229600029682842,0
0.024,293.38956550482584,20.239565504825862,0
0.025,293.39952906738534,20.249529067385367,0
0.026,293.40949129743092,20.259491297430941,0
0.027,293.41945219496256,20.269452194962582,0
0.028,293.42941175998021,20.279411759980235,0
0.029,293.43936999248393,20.289369992483955,0
0.03,293.44932689247372,20.299326892473744,0
0.031,293.45928245994952,20.309282459949543,0
0.032,293.46923669491139,20.31923669491141,0
0.033,293.47918959735932,20.329189597359345,0
0.034,293.48914116729327,20.339141167293292,0
0.035,293.49909140471328,20.349091404713306,0
0.036,293.50904030961937,20.359040309619388,0
0.037,293.51898788201146,20.368987882011481,0
0.038,293.52893412188962,20.378934121889642,0
0.039,293.53887902925385,20.388879029253872,0
0.04,293.54882260410409,20.398822604104112,0
0.041,293.5587648464404,20.40876484644042,0
0.042,293.56870575626277,20.418705756262796,0
0.043,293.57864533357116,20.428645333571183,0
0.044,293.58858357836561,20.438583578365638,0
0.045,293.59852049064608,20.448520490646104,0
0.046,293.60845607041267,20.458456070412694,0
0.047,293.61839031766527,20.468390317665296,0
0.048,293.62832323240389,20.478323232403909,0
