Time,step2,J1_w,J2_w,J3_w,J4_w,
1.407,1,2.61586,2.46373,2.46373,2.46373,
1.41,1,2.62378,2.46373,2.46373,2.46373,
1.413,1,2.63439,2.46373,2.46373,2.46373,
1.416,1,2.64759,2.46373,2.46373,2.46373,
1.419,1,2.66327,2.46373,2.46373,2.46373,
1.422,1,2.68129,2.46373,2.46373,2.46373,
1.425,1,2.70148,2.46373,2.46373,2.46373,
1.428,1,2.72367,2.46373,2.46373,2.46373,
1.431,1,2.74766,2.46373,2.46373,2.46373,
1.434,1,2.77324,2.46373,2.46373,2.46373,
1.437,1,2.80018,2.46373,2.46373,2.46373,
1.44,1,2.82824,2.46373,2.46373,2.46373,
1.443,1,2.85717,2.46373,2.46373,2.46373,
1.446,1,2.88672,2.46373,2.46373,2.46373,
1.449,1,2.91662,2.46373,2.46373,2.46373,
1.452,1,2.94661,2.46373,2.46373,2.46373,
1.455,1,2.97642,2.46373,2.46373,2.46373,
1.458,1,3.00579,2.46373,2.46373,2.46373,
1.461,1,3.03446,2.46373,2.46373,2.46373,
1.464,1,3.06217,2.46373,2.46373,2.46373,
1.467,1,3.08867,2.46373,2.46373,2.46373,
1.47,1,3.11373,2.46373,2.46373,2.46373,
1.473,1,3.13714,2.46373,2.46373,2.46373,
1.476,1,3.15867,2.46373,2.46373,2.46373,
1.479,1,3.17814,2.46373,2.46373,2.46373,
1.482,1,3.19537,2.46373,2.46373,2.46373,
1.485,1,3.21021,2.46373,2.46373,2.46373,
1.488,1,3.22253,2.46373,2.46373,2.46373,
1.491,1,3.23224,2.46373,2.46373,2.46373,
1.494,1,3.23922,2.46373,2.46373,2.46373,
1.497,1,3.24343,2.46373,2.46373,2.46373,
1.5,1,3.24483,2.46373,2.46373,2.46373,
