"time","der_p","der_T"
0.61,1782.18,-1.37826
0.61,1782.18,-1.37826
0.611,1783.21,-1.34853
0.612,1784.12,-1.31871
0.612,1784.12,-1.31871
0.612,1784.12,-1.31871
0.613,1784.9,-1.28879
0.614,1785.55,-1.25877
0.614,1785.55,-1.25877
0.614,1785.55,-1.25877
0.615,1786.06,-1.22865
0.616,1786.45,-1.19844
0.616,1786.45,-1.19844
0.616,1786.45,-1.19844
0.617,1786.7,-1.16814
0.618,1786.82,-1.13775
0.618,1786.82,-1.13775
0.618,1786.82,-1.13775
0.619,1786.81,-1.10727
0.62,1786.66,-1.0767
0.62,1786.66,-1.0767
0.62,1786.66,-1.0767
0.621,1786.37,-1.04604
0.622,1785.94,-1.0153
0.622,1785.94,-1.0153
0.622,1785.94,-1.0153
0.623,1785.38,-0.984467
0.624,1784.68,-0.953552
0.624,1784.68,-0.953552
0.624,1784.68,-0.953552
0.625,1783.84,-0.922554
0.626,1782.85,-0.891474
0.626,1782.85,-0.891474
0.626,1782.85,-0.891474
0.627,1781.73,-0.860313
0.628,1780.46,-0.829072
0.628,1780.46,-0.829072
0.628,1780.46,-0.829072
0.629,1779.05,-0.797753
0.63,1777.49,-0.766357
0.63,1777.49,-0.766357
0.63,1777.49,-0.766357
0.631,1775.79,-0.734884
0.632,1773.94,-0.703337
0.632,1773.94,-0.703337
0.632,1773.94,-0.703337
0.633,1771.94,-0.671715
0.634,1769.79,-0.640021
0.634,1769.79,-0.640021
0.634,1769.79,-0.640021
0.635,1767.5,-0.608256
0.636,1765.05,-0.57642
0.636,1765.05,-0.57642
0.636,1765.05,-0.57642
0.637,1762.45,-0.544514
0.638,1759.7,-0.512541
0.638,1759.7,-0.512541
0.638,1759.7,-0.512541
0.639,1756.8,-0.480501
0.64,1753.74,-0.448395
0.64,1753.74,-0.448395
0.64,1753.74,-0.448395
0.641,1750.52,-0.416225
0.642,1747.15,-0.383991
0.642,1747.15,-0.383991
0.642,1747.15,-0.383991
0.643,1743.63,-0.351695
0.644,1739.94,-0.319338
0.644,1739.94,-0.319338
0.644,1739.94,-0.319338
0.645,1736.1,-0.286921
0.646,1732.09,-0.254445
0.646,1732.09,-0.254445
0.646,1732.09,-0.254445
0.647,1727.93,-0.221912
0.648,1723.6,-0.189322
0.648,1723.6,-0.189322
0.648,1723.6,-0.189322
0.649,1719.11,-0.156678
0.65,1714.46,-0.123978
0.65,1714.46,-0.123978
0.65,1714.46,-0.123978
0.651,1709.64,-0.0912265
0.652,1704.66,-0.0584228
0.652,1704.66,-0.0584228
0.652,1704.66,-0.0584228
0.653,1699.51,-0.0255685
0.654,1694.19,0.0073353
0.654,1694.19,0.0073353
0.654,1694.19,0.0073353
0.655,1688.71,0.0402874
0.656,1683.05,0.0732865
0.656,1683.05,0.0732865
0.656,1683.05,0.0732865
0.657,1677.23,0.106332
0.658,1671.23,0.139422
0.658,1671.23,0.139422
0.658,1671.23,0.139422
0.659,1665.06,0.172555
0.66,1658.72,0.205731
0.66,1658.72,0.205731
0.66,1658.72,0.205731
0.661,1652.2,0.238948
0.662,1645.51,0.272206
0.662,1645.51,0.272206
0.662,1645.51,0.272206
0.663,1638.65,0.305502
0.664,1631.6,0.338837
0.664,1631.6,0.338837
0.664,1631.6,0.338837
0.665,1624.38,0.372208
0.666,1616.98,0.405614
0.666,1616.98,0.405614
0.666,1616.98,0.405614
0.667,1609.4,0.439055
0.668,1601.64,0.472529
0.668,1601.64,0.472529
0.668,1601.64,0.472529
0.669,1593.7,0.506035
0.67,1585.58,0.539572
0.67,1585.58,0.539572
0.67,1585.58,0.539572
0.671,1577.27,0.573138
0.672,1568.78,0.606733
0.672,1568.78,0.606733
0.672,1568.78,0.606733
0.673,1560.1,0.640356
0.674,1551.24,0.674005
0.674,1551.24,0.674005
0.674,1551.24,0.674005
0.675,1542.19,0.707678
0.676,1532.95,0.741376
0.676,1532.95,0.741376
0.676,1532.95,0.741376
0.677,1523.52,0.775096
0.678,1513.9,0.808838
0.678,1513.9,0.808838
0.678,1513.9,0.808838
0.679,1504.09,0.842601
0.68,1494.09,0.876382
0.68,1494.09,0.876382
0.68,1494.09,0.876382
0.681,1483.9,0.910182
0.682,1473.51,0.943998
0.682,1473.51,0.943998
0.682,1473.51,0.943998
0.683,1462.93,0.977831
0.684,1452.15,1.01168
0.684,1452.15,1.01168
0.684,1452.15,1.01168
0.685,1441.18,1.04554
0.686,1430.01,1.07941
0.686,1430.01,1.07941
0.686,1430.01,1.07941
0.687,1418.64,1.11329
0.688,1407.07,1.14719
0.688,1407.07,1.14719
0.688,1407.07,1.14719
0.689,1395.3,1.18109
0.69,1383.33,1.215
0.69,1383.33,1.215
0.69,1383.33,1.215
0.691,1371.15,1.24892
0.692,1358.78,1.28284
0.692,1358.78,1.28284
0.692,1358.78,1.28284
0.693,1346.2,1.31677
0.694,1333.41,1.3507
0.694,1333.41,1.3507
0.694,1333.41,1.3507
0.695,1320.42,1.38463
0.696,1307.22,1.41856
0.696,1307.22,1.41856
0.696,1307.22,1.41856
0.697,1293.82,1.45249
0.698,1280.2,1.48642
0.698,1280.2,1.48642
0.698,1280.2,1.48642
0.699,1266.38,1.52035
0.7,1252.34,1.55427
0.7,1252.34,1.55427
0.7,1252.34,1.55427
0.701,1252.34,1.55424
0.702,1252.34,1.55421
0.702,1252.34,1.55421
0.702,1252.34,1.55421
0.703,1252.34,1.55419
0.704,1252.34,1.55416
0.704,1252.34,1.55416
0.704,1252.34,1.55416
0.705,1252.33,1.55413
0.706,1252.33,1.5541
0.706,1252.33,1.5541
0.706,1252.33,1.5541
0.707,1252.33,1.55408
0.708,1252.33,1.55405
0.708,1252.33,1.55405
0.708,1252.33,1.55405
0.709,1252.33,1.55402
0.71,1252.33,1.554
0.71,1252.33,1.554
0.71,1252.33,1.554
0.711,1252.32,1.55397
0.712,1252.32,1.55394
0.712,1252.32,1.55394
0.712,1252.32,1.55394
0.713,1252.32,1.55391
0.714,1252.32,1.55389
0.714,1252.32,1.55389
0.714,1252.32,1.55389
0.715,1252.32,1.55386
0.716,1252.32,1.55383
0.716,1252.32,1.55383
0.716,1252.32,1.55383
0.717,1252.31,1.5538
0.718,1252.31,1.55378
0.718,1252.31,1.55378
0.718,1252.31,1.55378
0.719,1252.31,1.55375
0.72,1252.31,1.55372
0.72,1252.31,1.55372
0.72,1252.31,1.55372
0.721,1252.31,1.55369
0.722,1252.31,1.55367
0.722,1252.31,1.55367
0.722,1252.31,1.55367
0.723,1252.3,1.55364
0.724,1252.3,1.55361
0.724,1252.3,1.55361
0.724,1252.3,1.55361
0.725,1252.3,1.55358
0.726,1252.3,1.55356
0.726,1252.3,1.55356
0.726,1252.3,1.55356
0.727,1252.3,1.55353
0.728,1252.3,1.5535
0.728,1252.3,1.5535
0.728,1252.3,1.5535
0.729,1252.3,1.55347
0.73,1252.29,1.55345
0.73,1252.29,1.55345
0.73,1252.29,1.55345
0.731,1252.29,1.55342
0.732,1252.29,1.55339
0.732,1252.29,1.55339
0.732,1252.29,1.55339
0.733,1252.29,1.55336
0.734,1252.29,1.55334
0.734,1252.29,1.55334
0.734,1252.29,1.55334
0.735,1252.29,1.55331
0.736,1252.28,1.55328
0.736,1252.28,1.55328
0.736,1252.28,1.55328
0.737,1252.28,1.55325
0.738,1252.28,1.55323
0.738,1252.28,1.55323
0.738,1252.28,1.55323
0.739,1252.28,1.5532
0.74,1252.28,1.55317
0.74,1252.28,1.55317
0.74,1252.28,1.55317
0.741,1252.28,1.55315
0.742,1252.27,1.55312
0.742,1252.27,1.55312
0.742,1252.27,1.55312
0.743,1252.27,1.55309
0.744,1252.27,1.55306
0.744,1252.27,1.55306
0.744,1252.27,1.55306
0.745,1252.27,1.55304
0.746,1252.27,1.55301
0.746,1252.27,1.55301
0.746,1252.27,1.55301
0.747,1252.27,1.55298
0.748,1252.26,1.55295
0.748,1252.26,1.55295
0.748,1252.26,1.55295
0.749,1252.26,1.55293
0.75,1252.26,1.5529
0.75,1252.26,1.5529
0.75,1252.26,1.5529
0.751,1252.26,1.55287
0.752,1252.26,1.55284
0.752,1252.26,1.55284
0.752,1252.26,1.55284
0.753,1252.26,1.55282
0.754,1252.25,1.55279
0.754,1252.25,1.55279
0.754,1252.25,1.55279
0.755,1252.25,1.55276
0.756,1252.25,1.55273
0.756,1252.25,1.55273
0.756,1252.25,1.55273
0.757,1252.25,1.55271
0.758,1252.25,1.55268
0.758,1252.25,1.55268
0.758,1252.25,1.55268
0.759,1252.25,1.55265
0.76,1252.24,1.55262
0.76,1252.24,1.55262
0.76,1252.24,1.55262
0.761,1252.24,1.5526
0.762,1252.24,1.55257
0.762,1252.24,1.55257
0.762,1252.24,1.55257
0.763,1252.24,1.55254
0.764,1252.24,1.55251
0.764,1252.24,1.55251
0.764,1252.24,1.55251
0.765,1252.24,1.55249
0.766,1252.23,1.55246
0.766,1252.23,1.55246
0.766,1252.23,1.55246
0.767,1252.23,1.55243
0.768,1252.23,1.55241
0.768,1252.23,1.55241
0.768,1252.23,1.55241
0.769,1252.23,1.55238
0.77,1252.23,1.55235
0.77,1252.23,1.55235
0.77,1252.23,1.55235
0.771,1252.23,1.55232
0.772,1252.22,1.5523
0.772,1252.22,1.5523
0.772,1252.22,1.5523
0.773,1252.22,1.55227
0.774,1252.22,1.55224
0.774,1252.22,1.55224
0.774,1252.22,1.55224
0.775,1252.22,1.55221
0.776,1252.22,1.55219
0.776,1252.22,1.55219
0.776,1252.22,1.55219
0.777,1252.22,1.55216
0.778,1252.21,1.55213
0.778,1252.21,1.55213
0.778,1252.21,1.55213
0.779,1252.21,1.5521
0.78,1252.21,1.55208
0.78,1252.21,1.55208
0.78,1252.21,1.55208
0.781,1252.21,1.55205
0.782,1252.21,1.55202
0.782,1252.21,1.55202
0.782,1252.21,1.55202
0.783,1252.21,1.55199
0.784,1252.21,1.55197
0.784,1252.21,1.55197
0.784,1252.21,1.55197
0.785,1252.2,1.55194
0.786,1252.2,1.55191
0.786,1252.2,1.55191
0.786,1252.2,1.55191
0.787,1252.2,1.55189
0.788,1252.2,1.55186
0.788,1252.2,1.55186
0.788,1252.2,1.55186
0.789,1252.2,1.55183
0.79,1252.2,1.5518
0.79,1252.2,1.5518
0.79,1252.2,1.5518
0.791,1252.19,1.55178
0.792,1252.19,1.55175
0.792,1252.19,1.55175
0.792,1252.19,1.55175
0.793,1252.19,1.55172
0.794,1252.19,1.55169
0.794,1252.19,1.55169
0.794,1252.19,1.55169
0.795,1252.19,1.55167
0.796,1252.19,1.55164
0.796,1252.19,1.55164
0.796,1252.19,1.55164
0.797,1252.18,1.55161
0.798,1252.18,1.55158
0.798,1252.18,1.55158
0.798,1252.18,1.55158
0.799,1252.18,1.55156
0.8,1252.18,1.55153
0.8,1252.18,1.55153
0.8,1252.18,1.55153
0.801,1252.18,1.5515
0.802,1252.18,1.55147
0.802,1252.18,1.55147
0.802,1252.18,1.55147
0.803,1252.17,1.55145
0.804,1252.17,1.55142
0.804,1252.17,1.55142
0.804,1252.17,1.55142
0.805,1252.17,1.55139
0.806,1252.17,1.55137
0.806,1252.17,1.55137
0.806,1252.17,1.55137
0.807,1252.17,1.55134
0.808,1252.17,1.55131
0.808,1252.17,1.55131
0.808,1252.17,1.55131
0.809,1252.16,1.55128
0.81,1252.16,1.55126
0.81,1252.16,1.55126
0.81,1252.16,1.55126
0.811,1252.16,1.55123
0.812,1252.16,1.5512
0.812,1252.16,1.5512
0.812,1252.16,1.5512
0.813,1252.16,1.55117
0.814,1252.16,1.55115
0.814,1252.16,1.55115
0.814,1252.16,1.55115
0.815,1252.15,1.55112
0.816,1252.15,1.55109
0.816,1252.15,1.55109
0.816,1252.15,1.55109
0.817,1252.15,1.55106
0.818,1252.15,1.55104
0.818,1252.15,1.55104
0.818,1252.15,1.55104
0.819,1252.15,1.55101
0.82,1252.15,1.55098
0.82,1252.15,1.55098
0.82,1252.15,1.55098
0.821,1252.14,1.55095
0.822,1252.14,1.55093
0.822,1252.14,1.55093
0.822,1252.14,1.55093
0.823,1252.14,1.5509
0.824,1252.14,1.55087
0.824,1252.14,1.55087
0.824,1252.14,1.55087
0.825,1252.14,1.55085
0.826,1252.14,1.55082
0.826,1252.14,1.55082
0.826,1252.14,1.55082
0.827,1252.13,1.55079
0.828,1252.13,1.55076
0.828,1252.13,1.55076
0.828,1252.13,1.55076
0.829,1252.13,1.55074
0.83,1252.13,1.55071
0.83,1252.13,1.55071
0.83,1252.13,1.55071
0.831,1252.13,1.55068
0.832,1252.13,1.55065
0.832,1252.13,1.55065
0.832,1252.13,1.55065
0.833,1252.13,1.55063
0.834,1252.12,1.5506
0.834,1252.12,1.5506
0.834,1252.12,1.5506
0.835,1252.12,1.55057
0.836,1252.12,1.55054
0.836,1252.12,1.55054
0.836,1252.12,1.55054
0.837,1252.12,1.55052
0.838,1252.12,1.55049
0.838,1252.12,1.55049
0.838,1252.12,1.55049
0.839,1252.12,1.55046
0.84,1252.11,1.55044
0.84,1252.11,1.55044
0.84,1252.11,1.55044
0.841,1252.11,1.55041
0.842,1252.11,1.55038
0.842,1252.11,1.55038
0.842,1252.11,1.55038
0.843,1252.11,1.55035
0.844,1252.11,1.55033
0.844,1252.11,1.55033
0.844,1252.11,1.55033
0.845,1252.11,1.5503
0.846,1252.1,1.55027
0.846,1252.1,1.55027
0.846,1252.1,1.55027
0.847,1252.1,1.55024
0.848,1252.1,1.55022
0.848,1252.1,1.55022
0.848,1252.1,1.55022
0.849,1252.1,1.55019
0.85,1252.1,1.55016
0.85,1252.1,1.55016
0.85,1252.1,1.55016
0.851,1252.1,1.55013
0.852,1252.09,1.55011
0.852,1252.09,1.55011
0.852,1252.09,1.55011
0.853,1252.09,1.55008
0.854,1252.09,1.55005
0.854,1252.09,1.55005
0.854,1252.09,1.55005
0.855,1252.09,1.55003
0.856,1252.09,1.55
0.856,1252.09,1.55
0.856,1252.09,1.55
0.857,1252.09,1.54997
0.858,1252.08,1.54994
0.858,1252.08,1.54994
0.858,1252.08,1.54994
0.859,1252.08,1.54992
0.86,1252.08,1.54989
0.86,1252.08,1.54989
0.86,1252.08,1.54989
0.861,1252.08,1.54986
0.862,1252.08,1.54983
0.862,1252.08,1.54983
0.862,1252.08,1.54983
0.863,1252.08,1.54981
0.864,1252.07,1.54978
0.864,1252.07,1.54978
0.864,1252.07,1.54978
0.865,1252.07,1.54975
0.866,1252.07,1.54972
0.866,1252.07,1.54972
0.866,1252.07,1.54972
0.867,1252.07,1.5497
0.868,1252.07,1.54967
0.868,1252.07,1.54967
0.868,1252.07,1.54967
0.869,1252.07,1.54964
0.87,1252.06,1.54962
0.87,1252.06,1.54962
0.87,1252.06,1.54962
0.871,1252.06,1.54959
0.872,1252.06,1.54956
0.872,1252.06,1.54956
0.872,1252.06,1.54956
0.873,1252.06,1.54953
0.874,1252.06,1.54951
0.874,1252.06,1.54951
0.874,1252.06,1.54951
0.875,1252.06,1.54948
0.876,1252.05,1.54945
0.876,1252.05,1.54945
0.876,1252.05,1.54945
0.877,1252.05,1.54942
0.878,1252.05,1.5494
0.878,1252.05,1.5494
0.878,1252.05,1.5494
0.879,1252.05,1.54937
0.88,1252.05,1.54934
0.88,1252.05,1.54934
0.88,1252.05,1.54934
0.881,1252.05,1.54932
0.882,1252.05,1.54929
0.882,1252.05,1.54929
0.882,1252.05,1.54929
0.883,1252.04,1.54926
0.884,1252.04,1.54923
0.884,1252.04,1.54923
0.884,1252.04,1.54923
0.885,1252.04,1.54921
0.886,1252.04,1.54918
0.886,1252.04,1.54918
0.886,1252.04,1.54918
0.887,1252.04,1.54915
0.888,1252.04,1.54912
0.888,1252.04,1.54912
0.888,1252.04,1.54912
0.889,1252.03,1.5491
0.89,1252.03,1.54907
0.89,1252.03,1.54907
0.89,1252.03,1.54907
0.891,1252.03,1.54904
0.892,1252.03,1.54901
0.892,1252.03,1.54901
0.892,1252.03,1.54901
0.893,1252.03,1.54899
0.894,1252.03,1.54896
0.894,1252.03,1.54896
0.894,1252.03,1.54896
0.895,1252.02,1.54893
0.896,1252.02,1.54891
0.896,1252.02,1.54891
0.896,1252.02,1.54891
0.897,1252.02,1.54888
0.898,1252.02,1.54885
0.898,1252.02,1.54885
0.898,1252.02,1.54885
0.899,1252.02,1.54882
0.9,1252.02,1.5488
0.9,1252.02,1.5488
0.9,1252.02,1.5488
0.901,1252.01,1.54877
0.902,1252.01,1.54874
0.902,1252.01,1.54874
0.902,1252.01,1.54874
0.903,1252.01,1.54871
0.904,1252.01,1.54869
0.904,1252.01,1.54869
0.904,1252.01,1.54869
0.905,1252.01,1.54866
0.906,1252.01,1.54863
0.906,1252.01,1.54863
0.906,1252.01,1.54863
0.907,1252,1.54861
0.908,1252,1.54858
0.908,1252,1.54858
0.908,1252,1.54858
0.909,1252,1.54855
0.91,1252,1.54852
0.91,1252,1.54852
0.91,1252,1.54852
0.911,1252,1.5485
0.912,1252,1.54847
0.912,1252,1.54847
0.912,1252,1.54847
0.913,1251.99,1.54844
0.914,1251.99,1.54841
0.914,1251.99,1.54841
0.914,1251.99,1.54841
0.915,1251.99,1.54839
0.916,1251.99,1.54836
0.916,1251.99,1.54836
0.916,1251.99,1.54836
0.917,1251.99,1.54833
0.918,1251.99,1.54831
0.918,1251.99,1.54831
0.918,1251.99,1.54831
0.919,1251.98,1.54828
0.92,1251.98,1.54825
0.92,1251.98,1.54825
0.92,1251.98,1.54825
0.921,1251.98,1.54822
0.922,1251.98,1.5482
0.922,1251.98,1.5482
0.922,1251.98,1.5482
0.923,1251.98,1.54817
0.924,1251.98,1.54814
0.924,1251.98,1.54814
0.924,1251.98,1.54814
0.925,1251.97,1.54811
0.926,1251.97,1.54809
0.926,1251.97,1.54809
0.926,1251.97,1.54809
0.927,1251.97,1.54806
0.928,1251.97,1.54803
0.928,1251.97,1.54803
0.928,1251.97,1.54803
0.929,1251.97,1.54801
0.93,1251.97,1.54798
0.93,1251.97,1.54798
0.93,1251.97,1.54798
0.931,1251.97,1.54795
0.932,1251.96,1.54792
0.932,1251.96,1.54792
0.932,1251.96,1.54792
0.933,1251.96,1.5479
0.934,1251.96,1.54787
0.934,1251.96,1.54787
0.934,1251.96,1.54787
0.935,1251.96,1.54784
0.936,1251.96,1.54781
0.936,1251.96,1.54781
0.936,1251.96,1.54781
0.937,1251.96,1.54779
0.938,1251.95,1.54776
0.938,1251.95,1.54776
0.938,1251.95,1.54776
0.939,1251.95,1.54773
0.94,1251.95,1.54771
0.94,1251.95,1.54771
0.94,1251.95,1.54771
0.941,1251.95,1.54768
0.942,1251.95,1.54765
0.942,1251.95,1.54765
0.942,1251.95,1.54765
0.943,1251.95,1.54762
0.944,1251.94,1.5476
0.944,1251.94,1.5476
0.944,1251.94,1.5476
0.945,1251.94,1.54757
0.946,1251.94,1.54754
0.946,1251.94,1.54754
0.946,1251.94,1.54754
0.947,1251.94,1.54751
0.948,1251.94,1.54749
0.948,1251.94,1.54749
0.948,1251.94,1.54749
0.949,1251.94,1.54746
0.95,1251.93,1.54743
0.95,1251.93,1.54743
0.95,1251.93,1.54743
0.951,1251.93,1.54741
0.952,1251.93,1.54738
0.952,1251.93,1.54738
0.952,1251.93,1.54738
0.953,1251.93,1.54735
0.954,1251.93,1.54732
0.954,1251.93,1.54732
0.954,1251.93,1.54732
0.955,1251.93,1.5473
0.956,1251.92,1.54727
0.956,1251.92,1.54727
0.956,1251.92,1.54727
0.957,1251.92,1.54724
0.958,1251.92,1.54721
0.958,1251.92,1.54721
0.958,1251.92,1.54721
0.959,1251.92,1.54719
0.96,1251.92,1.54716
0.96,1251.92,1.54716
0.96,1251.92,1.54716
0.961,1251.92,1.54713
0.962,1251.91,1.54711
0.962,1251.91,1.54711
0.962,1251.91,1.54711
0.963,1251.91,1.54708
0.964,1251.91,1.54705
0.964,1251.91,1.54705
0.964,1251.91,1.54705
0.965,1251.91,1.54702
0.966,1251.91,1.547
0.966,1251.91,1.547
0.966,1251.91,1.547
0.967,1251.91,1.54697
0.968,1251.9,1.54694
0.968,1251.9,1.54694
0.968,1251.9,1.54694
0.969,1251.9,1.54692
0.97,1251.9,1.54689
0.97,1251.9,1.54689
0.97,1251.9,1.54689
0.971,1251.9,1.54686
0.972,1251.9,1.54683
0.972,1251.9,1.54683
0.972,1251.9,1.54683
0.973,1251.9,1.54681
0.974,1251.9,1.54678
0.974,1251.9,1.54678
0.974,1251.9,1.54678
0.975,1251.89,1.54675
0.976,1251.89,1.54672
0.976,1251.89,1.54672
0.976,1251.89,1.54672
0.977,1251.89,1.5467
0.978,1251.89,1.54667
0.978,1251.89,1.54667
0.978,1251.89,1.54667
0.979,1251.89,1.54664
0.98,1251.89,1.54662
0.98,1251.89,1.54662
0.98,1251.89,1.54662
0.981,1251.88,1.54659
0.982,1251.88,1.54656
0.982,1251.88,1.54656
0.982,1251.88,1.54656
0.983,1251.88,1.54653
0.984,1251.88,1.54651
0.984,1251.88,1.54651
0.984,1251.88,1.54651
0.985,1251.88,1.54648
0.986,1251.88,1.54645
0.986,1251.88,1.54645
0.986,1251.88,1.54645
0.987,1251.87,1.54642
0.988,1251.87,1.5464
0.988,1251.87,1.5464
0.988,1251.87,1.5464
0.989,1251.87,1.54637
0.99,1251.87,1.54634
0.99,1251.87,1.54634
0.99,1251.87,1.54634
0.991,1251.87,1.54632
0.992,1251.87,1.54629
0.992,1251.87,1.54629
0.992,1251.87,1.54629
0.993,1251.86,1.54626
0.994,1251.86,1.54623
0.994,1251.86,1.54623
0.994,1251.86,1.54623
0.995,1251.86,1.54621
0.996,1251.86,1.54618
0.996,1251.86,1.54618
0.996,1251.86,1.54618
0.997,1251.86,1.54615
0.998,1251.86,1.54613
0.998,1251.86,1.54613
0.998,1251.86,1.54613
0.999,1251.85,1.5461
1,1251.85,1.54607
1,1251.85,1.54607
1,1251.85,1.54607
1,1251.85,1.54607
1,1251.85,1.54607
