"time","tempc@tpf_st_chamber","tau@tpf_st_chamber","press@tpf_st_chamber","dm2@tpf_pump","out2@division","torque@expseu_"
71,170.995,26.0565,8.09983,0.0225254,0.250565,-97.937
72,170.939,26.0573,8.08899,0.0224945,0.250573,-97.9885
73,170.886,26.0581,8.07867,0.022467,0.250581,-98.0411
74,170.835,26.0587,8.06882,0.0224426,0.250587,-98.0944
75,170.787,26.0593,8.05938,0.022421,0.250593,-98.1478
76,170.74,26.0599,8.05033,0.022402,0.250599,-98.2012
77,170.695,26.0603,8.04163,0.0223852,0.250603,-98.2542
78,170.652,26.0607,8.03327,0.0223703,0.250607,-98.3067
79,170.61,26.0611,8.02522,0.0223571,0.250611,-98.3586
80,170.57,26.0615,8.01745,0.0223453,0.250615,-98.4097
81,170.532,26.0618,8.00996,0.0223348,0.250618,-98.46
82,170.494,26.0621,8.00272,0.0223253,0.250621,-98.5094
83,170.458,26.0623,7.99573,0.0223167,0.250623,-98.5578
84,170.423,26.0625,7.98897,0.0223089,0.250625,-98.6053
85,170.389,26.0628,7.98243,0.0223017,0.250628,-98.6518
86,170.356,26.063,7.97609,0.022295,0.25063,-98.6972
87,170.324,26.0632,7.96996,0.0222888,0.250632,-98.7416
88,170.293,26.0633,7.96402,0.022283,0.250633,-98.785
89,170.263,26.0635,7.95826,0.0222775,0.250635,-98.8273
90,170.234,26.0637,7.95268,0.0222723,0.250637,-98.8685
91,170.206,26.0638,7.94726,0.0222674,0.250638,-98.9087
92,170.179,26.064,7.942,0.0222626,0.25064,-98.9478
93,170.152,26.0641,7.9369,0.0222581,0.250641,-98.9858
94,170.126,26.0643,7.93194,0.0222536,0.250643,-99.0228
95,170.101,26.0644,7.92712,0.0222493,0.250644,-99.0588
96,170.077,26.0645,7.92244,0.0222452,0.250645,-99.0937
97,170.053,26.0646,7.91788,0.0222411,0.250646,-99.1276
98,170.03,26.0648,7.91345,0.0222371,0.250648,-99.1606
99,170.007,26.0649,7.90915,0.0222332,0.250649,-99.1925
100,169.985,26.065,7.90495,0.0222293,0.25065,-99.2235
