    "time",    "J1_w",    "J2_w",    "J3_w",    "J4_w"
         0,        10,         0,         0,         0
     0.003, 9.9714163,0.029999946,-3.7816972e-015,1.3762077e-012
     0.006, 9.9456399,0.059999547,-3.9343528e-015,2.207087e-011
     0.009, 9.9226285,0.089998307,-3.8857806e-015,3.1313611e-011
     0.012, 9.9023225,0.11999585,-1.7208457e-015,3.4378744e-011
     0.015,  9.884637,0.14999178,-2.6645353e-015,3.5370945e-011
     0.018, 9.8694739, 0.1799857,-7.2164497e-016,3.5530042e-011
     0.021,  9.856709,0.20997721,-1.7763568e-015,3.5376537e-011
     0.024, 9.8461849,0.23996585,-5.2735594e-016,3.5219567e-011
     0.027, 9.8377269,0.26995119,-1.4988011e-015,3.5116653e-011
      0.03, 9.8311424,0.29993278,1.6653345e-016,3.5067857e-011
     0.033, 9.8262234,0.32991021,1.6653345e-016,3.504519e-011
     0.036, 9.8227488,0.35988303,4.4408921e-016,3.5032549e-011
     0.039, 9.8204856,0.38985082,1.9428903e-015,3.5029385e-011
     0.042, 9.8191866,0.41981316,1.5543122e-015,3.5023297e-011
     0.045, 9.8185975,0.44976963,2.1649349e-015,3.5025028e-011
     0.048, 9.8184565, 0.4797198,2.3314684e-015,3.5022665e-011
     0.051, 9.8184997,0.50966323,1.5543122e-015,3.5024953e-011
     0.054, 9.8184609,0.53959952,1.6653345e-015,3.5022564e-011
     0.057, 9.8180757,0.56952822,1.4432899e-015,3.5024895e-011
      0.06,  9.817082,0.59944892,1.8873791e-015,3.5022437e-011
     0.063, 9.8152238,0.62936119,3.1086245e-015,3.5026026e-011
     0.066, 9.8122523,0.65926461,1.4432899e-015,3.5021808e-011
     0.069, 9.8079286,0.68915875,4.4408921e-016,3.5017316e-011
     0.072, 9.8020263,0.71904318,2.220446e-016,3.5015345e-011
     0.075,  9.794333,0.74891749,1.110223e-016,3.5015096e-011
     0.078, 9.7846525,0.77878124,-1.5543122e-015,3.5013815e-011
     0.081,  9.772806,0.80863401,-2.1094237e-015,3.5013495e-011
     0.084, 9.7586341,0.83847538,-1.2212453e-015,3.501439e-011
     0.087, 9.7419982,0.86830492,-2.9976022e-015,3.5012541e-011
      0.09, 9.7227814,0.89812221,-4.6629367e-015,3.5010832e-011
     0.093, 9.7008902,0.92792683,-5.1070259e-015,3.5010391e-011
     0.096, 9.6762547,0.95771835,-4.9960036e-015,3.501052e-011
     0.099, 9.6488295,0.98749635,-3.5527137e-015,3.5011969e-011
     0.102, 9.6185943, 1.0172604,-4.4408921e-015,3.5011073e-011
     0.105, 9.5855538, 1.0470101,-5.3290705e-015,3.5010175e-011
     0.108, 9.5497375,  1.076745,-4.8849813e-015,3.5010617e-011
     0.111, 9.5111998, 1.1064647,-5.9952043e-015,3.500951e-011
     0.114, 9.4700194, 1.1361687,-5.5511151e-015,3.5009958e-011
     0.117, 9.4262987, 1.1658567,-5.5511151e-015,3.5009958e-011
      0.12, 9.3801625, 1.1955282,-5.9952043e-015,3.5009512e-011
     0.123, 9.3317575, 1.2251828,-4.8849813e-015,3.5010621e-011
     0.126, 9.2812505, 1.2548201,-4.6629367e-015,3.5010844e-011
     0.129, 9.2288272, 1.2844397,-4.2188475e-015,3.5011289e-011
     0.132, 9.1746904,  1.314041,-3.3306691e-015,3.5012177e-011
     0.135, 9.1190582, 1.3436238,-2.8865799e-015,3.501262e-011
     0.138, 9.0621625, 1.3731876,-1.110223e-015,3.5014397e-011
     0.141,  9.004246,  1.402732,-1.3322676e-015,3.5014175e-011
     0.144, 8.9455612, 1.4322565,2.220446e-016,3.5015729e-011
     0.147, 8.8863672, 1.4617608,-1.110223e-015,3.5014397e-011
      0.15,  8.826928, 1.4912443,4.4408921e-016,3.5015951e-011
     0.153, 8.7675099, 1.5207068,1.5543122e-015,3.5017061e-011
     0.156, 8.7083793, 1.5501477,1.7763568e-015,3.5017283e-011
     0.159,    8.6498, 1.5795667,1.3322676e-015,3.5016839e-011
     0.162, 8.5920313, 1.6089634,2.4424907e-015,3.5017949e-011
     0.165, 8.5353255, 1.6383372,3.3306691e-015,3.5018838e-011
     0.168, 8.4799255, 1.6676879,3.5527137e-015,3.501906e-011
     0.171,  8.426063,  1.697015,2.220446e-015,3.5017728e-011
     0.174, 8.3739563,  1.726318,2.8865799e-015,3.5018394e-011
     0.177, 8.3238081, 1.7555966,1.9984014e-015,3.5017506e-011
      0.18,  8.275804, 1.7848503,3.5527137e-015,3.501906e-011
     0.183,  8.230111, 1.8140787,3.3306691e-015,3.5018838e-011
     0.186, 8.1868756, 1.8432815,2.6645353e-015,3.5018172e-011
     0.189, 8.1462227, 1.8724582,3.9968029e-015,3.5019505e-011
     0.192, 8.1082547, 1.9016083,3.7747583e-015,3.5019283e-011
     0.195, 8.0730502, 1.9307315,1.9984014e-015,3.5017507e-011
     0.198, 8.0406635, 1.9598273,1.7763568e-015,3.5017285e-011
