    "time","heatCapacitor_T","switch_Controll"
         0,        20,         0
      0.01, 20.099917,         0
      0.02, 20.199702,         0
      0.03, 20.299353,         0
      0.04, 20.398866,         0
      0.05, 20.498242,         0
      0.06, 20.597479,         0
      0.07, 20.696579,         0
      0.08, 20.795541,         0
      0.09, 20.894366,         0
       0.1, 20.993053,         0
      0.11, 21.091604,         0
      0.12, 21.190017,         0
      0.13, 21.288294,         0
      0.14, 21.386435,         0
      0.15,  21.48444,         0
      0.16, 21.582308,         0
      0.17, 21.680041,         0
      0.18, 21.777639,         0
      0.19, 21.875101,         0
       0.2, 21.972429,         0
      0.21, 22.069621,         0
      0.22, 22.166679,         0
      0.23, 22.263603,         0
      0.24, 22.360392,         0
      0.25, 22.457047,         0
      0.26, 22.553569,         0
      0.27, 22.649957,         0
      0.28, 22.746212,         0
      0.29, 22.842333,         0
       0.3, 22.938322,         0
      0.31, 23.034178,         0
      0.32, 23.129901,         0
      0.33, 23.225493,         0
      0.34, 23.320952,         0
      0.35, 23.416279,         0
      0.36, 23.511475,         0
      0.37, 23.606539,         0
      0.38, 23.701472,         0
      0.39, 23.796274,         0
       0.4, 23.890946,         0
      0.41, 23.985486,         0
      0.42, 24.079897,         0
      0.43, 24.174177,         0
      0.44, 24.268327,         0
      0.45, 24.362347,         0
      0.46, 24.456238,         0
      0.47, 24.549999,         0
      0.48, 24.643632,         0
      0.49, 24.737135,         0
       0.5, 24.830509,         0
      0.51, 24.923755,         0
      0.52, 25.016873,         0
      0.53, 25.109862,         0
      0.54, 25.202724,         0
      0.55, 25.295458,         0
      0.56, 25.388064,         0
      0.57, 25.480543,         0
      0.58, 25.572894,         0
      0.59, 25.665119,         0
       0.6, 25.757217,         0
      0.61, 25.849189,         0
      0.62, 25.941034,         0
      0.63, 25.997857,         1
      0.64, 25.991863,         1
      0.65, 25.985875,         1
      0.66, 25.979892,         1
      0.67, 25.973915,         1
      0.68, 25.967944,         1
      0.69, 25.961979,         1
       0.7,  25.95602,         1
      0.71, 25.950067,         1
      0.72,  25.94412,         1
      0.73, 25.938179,         1
      0.74, 25.932244,         1
      0.75, 25.926315,         1
      0.76, 25.920391,         1
      0.77, 25.914474,         1
      0.78, 25.908562,         1
      0.79, 25.902657,         1
       0.8, 25.896757,         1
      0.81, 25.890863,         1
      0.82, 25.884975,         1
      0.83, 25.879093,         1
      0.84, 25.873217,         1
      0.85, 25.867347,         1
      0.86, 25.861482,         1
      0.87, 25.855624,         1
      0.88, 25.849771,         1
      0.89, 25.843924,         1
       0.9, 25.838083,         1
      0.91, 25.832248,         1
      0.92, 25.826419,         1
      0.93, 25.820595,         1
      0.94, 25.814778,         1
      0.95, 25.808966,         1
      0.96,  25.80316,         1
      0.97, 25.797359,         1
      0.98, 25.791565,         1
      0.99, 25.785776,         1
         1, 25.779993,         1
      1.01, 25.774216,         1
      1.02, 25.768445,         1
      1.03, 25.762679,         1
      1.04,  25.75692,         1
      1.05, 25.751165,         1
      1.06, 25.745417,         1
      1.07, 25.739675,         1
      1.08, 25.733938,         1
      1.09, 25.728207,         1
       1.1, 25.722481,         1
      1.11, 25.716762,         1
      1.12, 25.711048,         1
      1.13,  25.70534,         1
      1.14, 25.699637,         1
      1.15,  25.69394,         1
      1.16, 25.688249,         1
      1.17, 25.682564,         1
      1.18, 25.676884,         1
      1.19,  25.67121,         1
       1.2, 25.665542,         1
      1.21, 25.659879,         1
      1.22, 25.654222,         1
      1.23, 25.648571,         1
      1.24, 25.642925,         1
      1.25, 25.637285,         1
      1.26,  25.63165,         1
      1.27, 25.626021,         1
      1.28, 25.620398,         1
      1.29, 25.614781,         1
       1.3, 25.609169,         1
      1.31, 25.603562,         1
      1.32, 25.597962,         1
      1.33, 25.592366,         1
      1.34, 25.586777,         1
      1.35, 25.581193,         1
      1.36, 25.575614,         1
      1.37, 25.570042,         1
      1.38, 25.564474,         1
      1.39, 25.558913,         1
       1.4, 25.553357,         1
      1.41, 25.547806,         1
