"time","tempc@tpf_st_chamber","tau@tpf_st_chamber","press@tpf_st_chamber","dm2@tpf_pump","out2@division","torque@expseu_"
71,170.995,26.0565,8.09986,0.0225256,0.250565,-97.9374
72,170.939,26.0573,8.08902,0.0224947,0.250573,-97.9888
73,170.886,26.0581,8.0787,0.0224671,0.250581,-98.0414
74,170.835,26.0587,8.06884,0.0224427,0.250587,-98.0946
75,170.787,26.0593,8.0594,0.0224211,0.250593,-98.1481
76,170.74,26.0599,8.05035,0.0224021,0.250599,-98.2014
77,170.695,26.0603,8.04165,0.0223853,0.250603,-98.2544
78,170.652,26.0607,8.03329,0.0223704,0.250607,-98.3069
79,170.611,26.0611,8.02523,0.0223572,0.250611,-98.3587
80,170.57,26.0615,8.01746,0.0223454,0.250615,-98.4098
81,170.532,26.0618,8.00997,0.0223349,0.250618,-98.4601
82,170.494,26.062,8.00273,0.0223254,0.25062,-98.5095
83,170.458,26.0623,7.99574,0.0223168,0.250623,-98.5579
84,170.423,26.0625,7.98898,0.0223089,0.250625,-98.6054
85,170.389,26.0628,7.98243,0.0223017,0.250628,-98.6519
86,170.356,26.063,7.9761,0.0222951,0.25063,-98.6973
87,170.324,26.0632,7.96997,0.0222889,0.250632,-98.7417
88,170.293,26.0633,7.96403,0.022283,0.250633,-98.785
89,170.263,26.0635,7.95827,0.0222776,0.250635,-98.8273
90,170.234,26.0637,7.95268,0.0222724,0.250637,-98.8685
91,170.206,26.0638,7.94727,0.0222674,0.250638,-98.9087
92,170.179,26.064,7.94201,0.0222627,0.25064,-98.9478
93,170.152,26.0641,7.9369,0.0222581,0.250641,-98.9858
94,170.126,26.0643,7.93194,0.0222537,0.250643,-99.0228
95,170.101,26.0644,7.92712,0.0222494,0.250644,-99.0588
96,170.077,26.0645,7.92244,0.0222452,0.250645,-99.0937
97,170.053,26.0646,7.91789,0.0222411,0.250646,-99.1277
98,170.03,26.0648,7.91346,0.0222371,0.250648,-99.1606
99,170.007,26.0649,7.90915,0.0222332,0.250649,-99.1925
100,169.985,26.065,7.90496,0.0222293,0.25065,-99.2235
