Time,_dummy,_derdummy,sum_nu,sum_u_1_,sum_u_2_,sum_u_3_,sum_y,sum_k_1_,sum_k_2_,sum_k_3_,sine_amplitude,sine_freqHz,sine_phase,sine_offset,sine_startTime,sine_y,sine_pi,realToInteger_u,realToInteger_y,integerConstant_k,integerConstant_y,showValue_use_0numberPort,showValue_number,showValue_numberPort,showValue_showNumber,product_nu,product_u_1_,product_u_2_,product_y,showValue1_use_0numberPort,showValue1_number,showValue1_numberPort,showValue1_showNumber,triggeredAdd_u,triggeredAdd_y,triggeredAdd_use_0reset,triggeredAdd_use_0set,triggeredAdd_y_0start,triggeredAdd_trigger,triggeredAdd_local_0reset,triggeredAdd_local_0set,booleanPulse1_width,booleanPulse1_period,booleanPulse1_startTime,booleanPulse1_y,booleanPulse1_Twidth,booleanPulse1_pulsStart,showValue2_use_0numberPort,showValue2_number,showValue2_numberPort,showValue2_showNumber,multiSwitch1_expr_1_,multiSwitch1_expr_2_,multiSwitch1_y_0default,multiSwitch1_use_0pre_0as_0default,multiSwitch1_nu,multiSwitch1_u_1_,multiSwitch1_u_2_,multiSwitch1_y,multiSwitch1_firstActiveIndex,booleanPulse2_width,booleanPulse2_period,booleanPulse2_startTime,booleanPulse2_y,booleanPulse2_Twidth,booleanPulse2_pulsStart,showValue3_use_0numberPort,showValue3_number,showValue3_showNumber,DymolaConvertInputToReal0,DymolaConvertInputToREAL0,integerStep,y_0sum,y_0product,y_0triggeredAdd,y_0multiSwitch,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
2.56,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.99787,3.14159,2.99787,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.58,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.99621,3.14159,2.99621,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.6,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.99408,3.14159,2.99408,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.62,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.99148,3.14159,2.99148,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.64,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.9884,3.14159,2.9884,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.66,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.98485,3.14159,2.98485,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.68,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.98083,3.14159,2.98083,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.7,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.97634,3.14159,2.97634,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.72,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.97138,3.14159,2.97138,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.74,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.96596,3.14159,2.96596,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.76,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.96006,3.14159,2.96006,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.78,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.95369,3.14159,2.95369,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.8,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.94686,3.14159,2.94686,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.82,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.93957,3.14159,2.93957,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.84,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.9318,3.14159,2.9318,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.86,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.92358,3.14159,2.92358,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.88,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.9149,3.14159,2.9149,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.9,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.90575,3.14159,2.90575,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.92,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.89614,3.14159,2.89614,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.94,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.88608,3.14159,2.88608,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.96,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.87557,3.14159,2.87557,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
2.98,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.86459,3.14159,2.86459,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
3,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.85317,3.14159,2.85317,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,50,1,0,0,0.5,2,1,0,2,2,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,4,0,2,6,0,1,0,8
3,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.85317,3.14159,2.85317,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.02,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.8413,3.14159,2.8413,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.04,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.82897,3.14159,2.82897,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.06,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.8162,3.14159,2.8162,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.08,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.80299,3.14159,2.80299,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.1,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.78933,3.14159,2.78933,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.12,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.77523,3.14159,2.77523,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.14,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.7607,3.14159,2.7607,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.16,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.74572,3.14159,2.74572,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.18,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.73032,3.14159,2.73032,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.2,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.71448,3.14159,2.71448,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.22,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.69822,3.14159,2.69822,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.24,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.68152,3.14159,2.68152,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.26,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.66441,3.14159,2.66441,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.28,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.64687,3.14159,2.64687,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.3,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.62892,3.14159,2.62892,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.32,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.61055,3.14159,2.61055,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.34,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.59177,3.14159,2.59177,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.36,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.57258,3.14159,2.57258,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.38,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.55298,3.14159,2.55298,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.4,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.53298,3.14159,2.53298,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.42,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.51258,3.14159,2.51258,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.43215,1,0,3,3,0,1,4,1,1,1,3,0.1,0,0,0,2.5,3.14159,2.5,3,1,1,1,0,4,4,2,4,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,4,0,3,4,0,1,0,8
3.43215,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.5,3.14159,2.5,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,3,0,3,4,0,1,0,8
3.44,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.49179,3.14159,2.49179,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,3,0,3,4,0,1,0,8
3.46,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.4706,3.14159,2.4706,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,3,0,3,4,0,1,0,8
3.48,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.44902,3.14159,2.44902,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,3,0,3,4,0,1,0,8
3.5,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.42705,3.14159,2.42705,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,1,0,0,50,1,0,1,0.5,3,1,0,3,3,4,6,2,0,2,1,1,4,1,80,2,0,1,1.6,2,0,4,4,0,0,0,3,0,3,4,0,1,0,8
3.5,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.42705,3.14159,2.42705,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,3,0,3,6,0,1,0,8
3.52,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.4047,3.14159,2.4047,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,3,0,3,6,0,1,0,8
3.54,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.38197,3.14159,2.38197,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,3,0,3,6,0,1,0,8
3.56,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.35887,3.14159,2.35887,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,3,0,3,6,0,1,0,8
3.58,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.33539,3.14159,2.33539,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,3,0,3,6,0,1,0,8
3.6,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.31154,3.14159,2.31154,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,1,6,2,80,2,0,1,1.6,2,0,6,6,0,0,0,3,0,3,6,0,1,0,8
3.6,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.31154,3.14159,2.31154,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.62,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.28733,3.14159,2.28733,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.64,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.26275,3.14159,2.26275,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.66,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.23782,3.14159,2.23782,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.68,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.21254,3.14159,2.21254,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.7,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.18691,3.14159,2.18691,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.72,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.16093,3.14159,2.16093,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.74,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.13461,3.14159,2.13461,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.76,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.10795,3.14159,2.10795,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.78,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.08096,3.14159,2.08096,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.8,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.05364,3.14159,2.05364,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.82,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,2.026,3.14159,2.026,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.84,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,1.99804,3.14159,1.99804,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.86,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,1.96976,3.14159,1.96976,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.88,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,1.94117,3.14159,1.94117,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
3.9,1,0,3,2,0,1,3,1,1,1,3,0.1,0,0,0,1.91227,3.14159,1.91227,2,1,1,1,0,3,3,2,3,0,0,1,0,0,0,1,3,0,0,0,0,0,0,50,1,0,0,0.5,3,1,0,3,3,4,6,2,0,2,0,0,2,0,80,2,0,0,1.6,2,0,2,2,0,0,0,3,0,3,2,0,1,0,8
