"time","outputs"
0.0000000000000000E+00,2.8284271247461902E+02
2.0000000000000402E-04,2.7950415444129669E+02
4.0000000000000886E-04,2.7618412444103404E+02
6.0009999999995306E-04,2.7291424403655549E+02
8.0009999999984950E-04,2.6970845228061143E+02
1.0000999999997715E-03,2.6655006941557781E+02
1.2000999999998848E-03,2.6339913165602218E+02
1.4000999999999981E-03,2.6019214374529304E+02
1.6000000000001113E-03,2.5687504161122337E+02
1.8000000000002246E-03,2.5353799044476878E+02
2.0000000000002364E-03,2.5020858020934119E+02
2.2000999999999158E-03,2.4701597531575075E+02
2.4000999999995954E-03,2.4417896335396480E+02
2.6000999999992750E-03,2.4188298448865663E+02
2.8000999999989546E-03,2.4027886473499680E+02
3.0000999999986342E-03,2.3947754710052604E+02
3.2000999999983138E-03,2.3954746167135565E+02
3.4000999999979934E-03,2.4051294206691716E+02
3.6000999999976730E-03,2.4235372065530510E+02
3.8000999999973526E-03,2.4500551054192977E+02
4.0000999999974390E-03,2.4836165786739687E+02
4.2000999999979860E-03,2.5227582391996395E+02
4.4000999999985330E-03,2.5656563351591586E+02
4.6000999999990799E-03,2.6101720453633681E+02
4.8000999999996269E-03,2.6539045390510631E+02
5.0000000000001736E-03,2.6942317063863817E+02
5.2000000000007205E-03,2.7284542053160044E+02
5.4000000000012675E-03,2.7539020966450948E+02
5.6000000000018145E-03,2.7689892484950514E+02
5.8000000000023614E-03,2.7725939464029875E+02
6.0000000000029084E-03,2.7640649777917110E+02
6.2000000000034554E-03,2.7517100520615344E+02
6.4000000000040023E-03,2.7398491190495304E+02
6.6000000000045493E-03,2.7291953160966943E+02
6.8000000000050962E-03,2.7201864277211928E+02
7.0000000000056432E-03,2.7129753011090594E+02
7.2000000000061902E-03,2.7074275783326021E+02
7.4000000000067371E-03,2.7031267703629311E+02
7.6000000000072841E-03,2.6993865314372806E+02
7.8000000000078311E-03,2.6952698295439325E+02
8.0000000000067517E-03,2.6896145533041465E+02
8.2000000000055639E-03,2.6810649507965871E+02
8.4000000000043762E-03,2.6681081650676930E+02
8.6000000000031884E-03,2.6491479581121587E+02
8.8000000000020007E-03,2.6234360277022068E+02
9.0000000000008129E-03,2.5945860927983330E+02
9.2000999999996246E-03,2.5673589430916036E+02
9.4000999999984368E-03,2.5434770083106011E+02
9.6000999999972490E-03,2.5243017710945696E+02
9.8000999999960613E-03,2.5108573260557552E+02
1.0000099999994874E-02,2.5037922824827339E+02
1.0200099999993686E-02,2.5033651988165795E+02
1.0400099999992498E-02,2.5094396764619844E+02
1.0600099999991310E-02,2.5214891911408955E+02
1.0800099999990122E-02,2.5386115202578216E+02
1.1000099999988935E-02,2.5595524088853290E+02
1.1200099999987747E-02,2.5827379097774303E+02
1.1400099999986559E-02,2.6063146388520624E+02
1.1600099999985371E-02,2.6281970111175758E+02
1.1800099999984184E-02,2.6461203669148824E+02
1.2000099999982996E-02,2.6578713326261067E+02
1.2200099999981808E-02,2.6623148900291062E+02
1.2400099999980620E-02,2.6587268932200061E+02
1.2600099999979433E-02,2.6473632858217690E+02
1.2800099999978245E-02,2.6361962483172954E+02
1.3000099999977057E-02,2.6278723335185606E+02
1.3200099999975869E-02,2.6231000923233506E+02
1.3400099999974682E-02,2.6222613069594127E+02
1.3600099999973494E-02,2.6254024948446562E+02
1.3800099999972306E-02,2.6322348393384095E+02
1.4000099999971118E-02,2.6421425213283516E+02
1.4200099999969931E-02,2.6541992358090329E+02
1.4400099999968743E-02,2.6671924932477941E+02
1.4600099999967555E-02,2.6796551306811443E+02
1.4800099999966367E-02,2.6899032959944799E+02
1.5000099999965179E-02,2.6960800242566086E+02
1.5200099999963992E-02,2.6962034004673029E+02
1.5400099999962804E-02,2.6885190398530614E+02
1.5600099999961616E-02,2.6725127303256073E+02
1.5800099999960428E-02,2.6499674818854970E+02
1.6000099999959241E-02,2.6280852616442860E+02
1.6200099999958053E-02,2.6087703093628602E+02
1.6400099999956865E-02,2.5931382058037309E+02
1.6600099999955677E-02,2.5819747917865016E+02
1.6800099999954490E-02,2.5757180872387249E+02
1.7000099999953302E-02,2.5744489447238220E+02
1.7200099999952114E-02,2.5778906183594410E+02
1.7400099999950926E-02,2.5854172271633104E+02
1.7600099999949739E-02,2.5960708911313992E+02
1.7800099999948551E-02,2.6085871232185491E+02
1.8000099999947363E-02,2.6214278751761719E+02
1.8200099999946175E-02,2.6328214639834698E+02
1.8400099999944988E-02,2.6408084521521687E+02
1.8600099999943800E-02,2.6433368650167461E+02
1.8800099999942612E-02,2.6391933630328663E+02
1.9000099999941424E-02,2.6279660941492460E+02
1.9200099999940237E-02,2.6110675823181975E+02
1.9400099999939049E-02,2.5958663976540970E+02
1.9600099999937861E-02,2.5841827216900714E+02
1.9800099999936673E-02,2.5768787398489673E+02
2.0000099999935485E-02,2.5744716132863431E+02
2.0200099999934298E-02,2.5771217221074272E+02
