"Time","x_0","x_1","x_2","y_0","y_1","y_2"
1.200000000000000E-01,5.985610400000000E+00,4.754052500000000E+00,1.798920200000000E+00,2.395687724213800E+01,8.965057399999999E+00,8.381778799999999E+00
1.300000000000000E-01,6.481707100000000E+00,5.141611000000000E+00,1.948627200000000E+00,2.845590608614600E+01,1.073966290000000E+01,1.253858310000000E+01
1.400000000000000E-01,6.977155700000000E+00,5.527113000000000E+00,2.098285400000000E+00,3.332641652413800E+01,1.073966290000000E+01,1.253858310000000E+01
1.500000000000000E-01,7.471906600000000E+00,5.910404100000000E+00,2.247891200000000E+00,3.856352797249400E+01,1.250426870000000E+01,1.253858310000000E+01
1.600000000000000E-01,7.965910300000000E+00,6.291331200000000E+00,2.397440800000000E+00,4.416198740345700E+01,1.250426870000000E+01,1.253858310000000E+01
1.700000000000000E-01,8.459117500000000E+00,6.669741800000000E+00,2.546930500000000E+00,5.011618000679100E+01,1.425724150000000E+01,1.665468230000000E+01
1.800000000000000E-01,8.951478699999999E+00,7.045484700000000E+00,2.696356500000000E+00,5.642012958086100E+01,1.425724150000000E+01,1.665468230000000E+01
1.900000000000000E-01,9.442944700000000E+00,7.418409400000000E+00,2.845715100000000E+00,6.306750622322600E+01,1.599696340000000E+01,1.665468230000000E+01
2.000000000000000E-01,9.933466500000000E+00,7.788366800000000E+00,2.995002500000000E+00,7.005162972616000E+01,1.599696340000000E+01,1.665468230000000E+01
2.100000000000000E-01,1.042299500000000E+01,8.155209100000000E+00,3.144215100000000E+00,7.736548069751200E+01,1.772183330000000E+01,2.071683580000000E+01
2.200000000000000E-01,1.091148100000000E+01,8.518789300000000E+00,3.293349000000000E+00,8.500170367325499E+01,1.772183330000000E+01,2.071683580000000E+01
2.300000000000000E-01,1.139887600000000E+01,8.878962100000001E+00,3.442400700000000E+00,9.295260758995300E+01,1.943027030000000E+01,2.071683580000000E+01
2.400000000000000E-01,1.188513100000000E+01,9.235583500000001E+00,3.591366200000000E+00,1.012101879866000E+02,1.943027030000000E+01,2.071683580000000E+01
2.500000000000000E-01,1.237019800000000E+01,9.588510800000000E+00,3.740242000000000E+00,1.097661197589400E+02,2.112071450000000E+01,2.471208070000000E+01
2.600000000000000E-01,1.285402800000000E+01,9.937602800000001E+00,3.889024300000000E+00,1.186117771211400E+02,2.112071450000000E+01,2.471208070000000E+01
2.700000000000000E-01,1.333657200000000E+01,1.028272000000000E+01,4.037709300000000E+00,1.277382246440800E+02,2.279163080000000E+01,2.471208070000000E+01
2.800000000000000E-01,1.381778200000000E+01,1.062372400000000E+01,4.186293400000000E+00,1.371362356358400E+02,2.279163080000000E+01,2.471208070000000E+01
2.900000000000000E-01,1.429761100000000E+01,1.096047900000000E+01,4.334772900000000E+00,1.467963022601700E+02,2.444150600000000E+01,2.862779940000000E+01
3.000000000000000E-01,1.477601000000000E+01,1.129284900000000E+01,4.483144000000000E+00,1.567086651156700E+02,2.444150600000000E+01,2.862779940000000E+01
3.100000000000000E-01,1.525293200000000E+01,1.162070300000000E+01,4.631403000000000E+00,1.668632497524900E+02,2.606885900000000E+01,2.862779940000000E+01
3.200000000000000E-01,1.572832800000000E+01,1.194390900000000E+01,4.779546200000000E+00,1.772497926512000E+02,2.606885900000000E+01,2.862779940000000E+01
3.300000000000000E-01,1.620215100000000E+01,1.226233700000000E+01,4.927569900000000E+00,1.878577183541500E+02,2.767223700000000E+01,3.245178320000000E+01
3.400000000000000E-01,1.667435500000000E+01,1.257586000000000E+01,5.075470500000000E+00,1.986762356868900E+02,2.767223700000000E+01,3.245178320000000E+01
3.500000000000000E-01,1.714489000000000E+01,1.288435400000000E+01,5.223244100000000E+00,2.096943540703000E+02,2.925021500000000E+01,3.245178320000000E+01
3.600000000000000E-01,1.761371200000000E+01,1.318769300000000E+01,5.370887200000000E+00,2.209008320510600E+02,2.925021500000000E+01,3.245178320000000E+01
3.700000000000000E-01,1.808077200000000E+01,1.348575800000000E+01,5.518396000000000E+00,2.322842264464200E+02,3.080140500000000E+01,3.617229220000000E+01
3.800000000000000E-01,1.854602300000000E+01,1.377842900000000E+01,5.665766800000000E+00,2.438329156451800E+02,3.080140500000000E+01,3.617229220000000E+01
3.900000000000000E-01,1.900942100000000E+01,1.406558800000000E+01,5.812996000000000E+00,2.555350611378700E+02,3.232445200000000E+01,3.617229220000000E+01
4.000000000000000E-01,1.947091700000000E+01,1.434712200000000E+01,5.960079900000000E+00,2.673786839045500E+02,3.232445200000000E+01,3.617229220000000E+01
4.100000000000000E-01,1.993046600000000E+01,1.462291700000000E+01,6.107014800000000E+00,2.793516216508700E+02,3.381803900000000E+01,3.977811890000000E+01
4.200000000000000E-01,2.038802300000000E+01,1.489286200000000E+01,6.253797000000000E+00,2.914415500893200E+02,3.381803900000000E+01,3.977811890000000E+01
4.300000000000000E-01,2.084354000000000E+01,1.515685100000000E+01,6.400422800000000E+00,3.036360129918300E+02,3.528088500000000E+01,3.977811890000000E+01
4.400000000000000E-01,2.129697300000000E+01,1.541477800000000E+01,6.546888700000000E+00,3.159224300925400E+02,3.528088500000000E+01,3.977811890000000E+01
4.500000000000000E-01,2.174827700000000E+01,1.566653800000000E+01,6.693190900000000E+00,3.282881108669900E+02,3.671175100000000E+01,4.325863970000000E+01
4.600000000000000E-01,2.219740500000000E+01,1.591203200000000E+01,6.839325700000000E+00,3.407202080550300E+02,3.671175100000000E+01,4.325863970000000E+01
4.700000000000000E-01,2.264431400000000E+01,1.615116200000000E+01,6.985289600000000E+00,3.532058186769600E+02,3.810943700000000E+01,4.325863970000000E+01
4.800000000000000E-01,2.308895900000000E+01,1.638383100000000E+01,7.131078800000000E+00,3.657319837928700E+02,3.810943700000000E+01,4.325863970000000E+01
4.900000000000000E-01,2.353129400000000E+01,1.660994700000000E+01,7.276689700000000E+00,3.782856022219300E+02,3.947279000000000E+01,4.660386880000000E+01
5.000000000000000E-01,2.397127700000000E+01,1.682942000000000E+01,7.422118800000000E+00,3.908535461814200E+02,3.947279000000000E+01,4.660386880000000E+01
5.100000000000000E-01,2.440886200000000E+01,1.704216000000000E+01,7.567362300000000E+00,4.034226885693400E+02,4.080069700000000E+01,4.660386880000000E+01
5.200000000000000E-01,2.484400700000000E+01,1.724808500000000E+01,7.712416600000000E+00,4.159797316219200E+02,4.080069700000000E+01,4.660386880000000E+01
5.300000000000000E-01,2.527666700000000E+01,1.744711000000000E+01,7.857278000000000E+00,4.285115444766000E+02,4.209209200000000E+01,4.980450860000000E+01
5.400000000000000E-01,2.570680000000000E+01,1.763915600000000E+01,8.001943100000000E+00,4.410047895823700E+02,4.209209200000000E+01,4.980450860000000E+01
5.500000000000000E-01,2.613436100000000E+01,1.782414700000000E+01,8.146408100000000E+00,4.534462554608000E+02,4.334595600000000E+01,4.980450860000000E+01
5.600000000000001E-01,2.655931000000000E+01,1.800200900000000E+01,8.290669500000000E+00,4.658226922150700E+02,4.334595600000000E+01,4.980450860000000E+01
5.700000000000000E-01,2.698160200000000E+01,1.817267000000000E+01,8.434723500000000E+00,4.781209376537900E+02,4.456131900000000E+01,5.285198850000000E+01
5.800000000000000E-01,2.740119700000000E+01,1.833606200000000E+01,8.578566800000001E+00,4.903277492173400E+02,4.456131900000000E+01,5.285198850000000E+01
5.900000000000000E-01,2.781805100000000E+01,1.849212000000000E+01,8.722195500000000E+00,5.024300470662100E+02,4.573725900000000E+01,5.285198850000000E+01
6.000000000000000E-01,2.823212400000000E+01,1.864078200000000E+01,8.865606200000000E+00,5.144147372581200E+02,4.573725900000000E+01,5.285198850000000E+01
6.100000000000000E-01,2.864337300000000E+01,1.878198700000000E+01,9.008795299999999E+00,5.262688688809700E+02,4.687290600000000E+01,5.573851220000000E+01
6.200000000000000E-01,2.905175800000000E+01,1.891568000000000E+01,9.151759100000000E+00,5.379794593221500E+02,4.687290600000000E+01,5.573851220000000E+01
6.300000000000000E-01,2.945723800000000E+01,1.904180700000000E+01,9.294494100000000E+00,5.495337577654400E+02,4.796743800000000E+01,5.573851220000000E+01
6.400000000000000E-01,2.985977200000000E+01,1.916031700000000E+01,9.436996799999999E+00,5.609190407490699E+02,4.796743800000000E+01,5.573851220000000E+01
6.500000000000000E-01,3.025932000000000E+01,1.927116400000000E+01,9.579263600000001E+00,5.721226970677200E+02,4.902008900000000E+01,5.845708580000000E+01
6.600000000000000E-01,3.065584300000000E+01,1.937430200000000E+01,9.721290900000000E+00,5.831323182484800E+02,4.902008900000000E+01,5.845708580000000E+01
6.700000000000000E-01,3.104929900000000E+01,1.946969100000000E+01,9.863075100000000E+00,5.939355603465900E+02,5.003014500000000E+01,5.845708580000000E+01
6.800000000000000E-01,3.143965100000000E+01,1.955729200000000E+01,1.000461300000000E+01,6.045202572966100E+02,5.003014500000000E+01,5.845708580000000E+01
6.899999999999999E-01,3.182685900000000E+01,1.963707100000000E+01,1.014590000000000E+01,6.148744349850900E+02,5.099694300000000E+01,6.100155600000000E+01
7.000000000000000E-01,3.221088400000000E+01,1.970899500000000E+01,1.028693400000000E+01,6.249862898899900E+02,5.099694300000000E+01,6.100155600000000E+01
7.100000000000000E-01,3.259168900000000E+01,1.977303500000000E+01,1.042771100000000E+01,6.348441517015800E+02,5.191987900000000E+01,6.100155600000000E+01
7.200000000000000E-01,3.296923400000000E+01,1.982916700000000E+01,1.056822700000000E+01,6.444366073061200E+02,5.191987900000000E+01,6.100155600000000E+01
7.300000000000000E-01,3.334348200000000E+01,1.987736700000000E+01,1.070847900000000E+01,6.537524468480800E+02,5.279840100000000E+01,6.336662800000000E+01
7.400000000000000E-01,3.371439600000000E+01,1.991761700000000E+01,1.084846300000000E+01,6.627806287718900E+02,5.279840100000000E+01,6.336662800000000E+01
7.500000000000000E-01,3.408193800000000E+01,1.994990000000000E+01,1.098817600000000E+01,6.715104269143300E+02,5.363201300000000E+01,6.336662800000000E+01
7.600000000000000E-01,3.444607200000000E+01,1.997420300000000E+01,1.112761400000000E+01,6.799312549062000E+02,5.363201300000000E+01,6.336662800000000E+01
7.700000000000000E-01,3.480676200000000E+01,1.999051700000000E+01,1.126677400000000E+01,6.880328346806200E+02,5.442027500000000E+01,6.554788900000000E+01
7.800000000000000E-01,3.516397100000000E+01,1.999883400000000E+01,1.140565200000000E+01,6.958051674759500E+02,5.442027500000000E+01,6.554788900000000E+01
7.900000000000000E-01,3.551766400000000E+01,1.999915300000000E+01,1.154424600000000E+01,7.032384188098100E+02,5.516280500000000E+01,6.554788900000000E+01
8.000000000000000E-01,3.586780500000000E+01,1.999147200000000E+01,1.168255000000000E+01,7.103231965385900E+02,5.516280500000000E+01,6.554788900000000E+01
8.100000000000001E-01,3.621435900000000E+01,1.997579500000000E+01,1.182056300000000E+01,7.170502193589600E+02,5.585927700000000E+01,6.754182700000000E+01
8.200000000000000E-01,3.655729100000000E+01,1.995212800000000E+01,1.195828000000000E+01,7.234106114404100E+02,5.585927700000000E+01,6.754182700000000E+01
8.300000000000000E-01,3.689656900000000E+01,1.992048000000000E+01,1.209569800000000E+01,7.293957493652500E+02,5.650941900000000E+01,6.754182700000000E+01
8.400000000000000E-01,3.723215600000000E+01,1.988086400000000E+01,1.223281400000000E+01,7.349973648331199E+02,5.650941900000000E+01,6.754182700000000E+01
8.500000000000000E-01,3.756402000000000E+01,1.983329600000000E+01,1.236962300000000E+01,7.402074298627800E+02,5.711302000000000E+01,6.934583400000000E+01
8.600000000000000E-01,3.789212800000000E+01,1.977779500000000E+01,1.250612400000000E+01,7.450183276099200E+02,5.711302000000000E+01,6.934583400000000E+01
8.700000000000000E-01,3.821644700000000E+01,1.971438400000000E+01,1.264231200000000E+01,7.494227396977600E+02,5.766992300000000E+01,6.934583400000000E+01
8.800000000000000E-01,3.853694400000000E+01,1.964308600000000E+01,1.277818400000000E+01,7.534137112736501E+02,5.766992300000000E+01,6.934583400000000E+01
8.900000000000000E-01,3.885358700000000E+01,1.956393200000000E+01,1.291373600000000E+01,7.569845051691800E+02,5.818003000000000E+01,7.095821400000000E+01
9.000000000000000E-01,3.916634500000000E+01,1.947695300000000E+01,1.304896600000000E+01,7.601289340240800E+02,5.818003000000000E+01,7.095821400000000E+01
9.100000000000000E-01,3.947518700000000E+01,1.938218300000000E+01,1.318386900000000E+01,7.628410607467900E+02,5.864329800000000E+01,7.095821400000000E+01
9.200000000000000E-01,3.978008100000000E+01,1.927966000000000E+01,1.331844300000000E+01,7.651152983932200E+02,5.864329800000000E+01,7.095821400000000E+01
9.300000000000000E-01,4.008099700000000E+01,1.916942600000000E+01,1.345268400000000E+01,7.669464364524600E+02,5.905974100000000E+01,7.237818400000000E+01
9.399999999999999E-01,4.037790500000000E+01,1.905152400000000E+01,1.358658900000000E+01,7.683297059977200E+02,5.905974100000000E+01,7.237818400000000E+01
9.500000000000000E-01,4.067077500000000E+01,1.892600200000000E+01,1.372015300000000E+01,7.692606261772200E+02,5.942942900000000E+01,7.237818400000000E+01
9.600000000000000E-01,4.095957800000000E+01,1.879290900000000E+01,1.385337500000000E+01,7.697351689915500E+02,5.942942900000000E+01,7.237818400000000E+01
9.700000000000000E-01,4.124428600000000E+01,1.865230000000000E+01,1.398625100000000E+01,7.697496220324000E+02,5.975248700000000E+01,7.360586200000000E+01
9.800000000000000E-01,4.152486900000000E+01,1.850423000000000E+01,1.411877700000000E+01,7.693007957578000E+02,5.975248700000000E+01,7.360586200000000E+01
9.900000000000000E-01,4.180129900000000E+01,1.834875900000000E+01,1.425095000000000E+01,7.683857266958699E+02,6.002909900000000E+01,7.360586200000000E+01
1.000000000000000E+00,4.207354900000000E+01,1.818594900000000E+01,1.438276600000000E+01,7.670019612379400E+02,6.002909900000000E+01,7.360586200000000E+01
1.010000000000000E+00,4.234159200000000E+01,1.801586400000000E+01,1.451422300000000E+01,7.651474163630000E+02,6.025949800000000E+01,7.464226400000000E+01
1.020000000000000E+00,4.260540100000000E+01,1.783857300000000E+01,1.464531700000000E+01,7.628203630154900E+02,6.025949800000000E+01,7.464226400000000E+01
1.030000000000000E+00,4.286494900000000E+01,1.765414700000000E+01,1.477604500000000E+01,7.600195559327700E+02,6.044397400000000E+01,7.464226400000000E+01
1.040000000000000E+00,4.312021100000000E+01,1.746266000000000E+01,1.490640400000000E+01,7.567441107935000E+02,6.044397400000000E+01,7.464226400000000E+01
1.050000000000000E+00,4.337116100000000E+01,1.726418700000000E+01,1.503639000000000E+01,7.529935838212600E+02,6.058287100000000E+01,7.548927500000001E+01
1.060000000000000E+00,4.361777400000000E+01,1.705881000000000E+01,1.516600000000000E+01,7.487678339111100E+02,6.058287100000000E+01,7.548927500000001E+01
1.070000000000000E+00,4.386002500000000E+01,1.684660900000000E+01,1.529523100000000E+01,7.440673192889400E+02,6.067658400000000E+01,7.548927500000001E+01
1.080000000000000E+00,4.409789000000000E+01,1.662766900000000E+01,1.542408000000000E+01,7.388926919052300E+02,6.067658400000000E+01,7.548927500000001E+01
1.090000000000000E+00,4.433134600000000E+01,1.640207900000000E+01,1.555254300000000E+01,7.332451185184100E+02,6.072555900000000E+01,7.614963899999999E+01
1.100000000000000E+00,4.456036800000000E+01,1.616992800000000E+01,1.568061700000000E+01,7.271262392683300E+02,6.072555900000000E+01,7.614963899999999E+01
1.110000000000000E+00,4.478493400000000E+01,1.593130900000000E+01,1.580829900000000E+01,7.205379422134999E+02,6.073029600000000E+01,7.614963899999999E+01
1.120000000000000E+00,4.500502200000000E+01,1.568631900000000E+01,1.593558600000000E+01,7.134826220986100E+02,6.073029600000000E+01,7.614963899999999E+01
1.130000000000000E+00,4.522060900000000E+01,1.543505300000000E+01,1.606247400000000E+01,7.059631316940200E+02,6.069134100000000E+01,7.662692699999999E+01
1.140000000000000E+00,4.543167500000000E+01,1.517761400000000E+01,1.618896100000000E+01,6.979824966072800E+02,6.069134100000000E+01,7.662692699999999E+01
1.150000000000000E+00,4.563819700000000E+01,1.491410400000000E+01,1.631504400000000E+01,6.895444265234501E+02,6.060928900000000E+01,7.662692699999999E+01
1.160000000000000E+00,4.584015500000000E+01,1.464462900000000E+01,1.644071800000000E+01,6.806528164304900E+02,6.060928900000000E+01,7.662692699999999E+01
1.170000000000000E+00,4.603753000000000E+01,1.436929600000000E+01,1.656598100000000E+01,6.713120632775000E+02,6.048478400000000E+01,7.692550199999999E+01
1.180000000000000E+00,4.623030100000000E+01,1.408821500000000E+01,1.669083100000000E+01,6.615268956788800E+02,6.048478400000000E+01,7.692550199999999E+01
1.190000000000000E+00,4.641844800000000E+01,1.380150000000000E+01,1.681526300000000E+01,6.513024200027101E+02,6.031851600000000E+01,7.692550199999999E+01
1.200000000000000E+00,4.660195400000000E+01,1.350926400000000E+01,1.693927400000000E+01,6.406442100720000E+02,6.031851600000000E+01,7.692550199999999E+01
1.210000000000000E+00,4.678080000000000E+01,1.321162400000000E+01,1.706286200000000E+01,6.295580995018601E+02,6.011121800000000E+01,7.705049200000001E+01
1.220000000000000E+00,4.695496800000000E+01,1.290870000000000E+01,1.718602400000000E+01,6.180503400192000E+02,6.011121800000000E+01,7.705049200000001E+01
1.230000000000000E+00,4.712444000000000E+01,1.260061300000000E+01,1.730875600000000E+01,6.061275954215999E+02,5.986366800000000E+01,7.705049200000001E+01
1.240000000000000E+00,4.728920000000000E+01,1.228748500000000E+01,1.743105500000000E+01,5.937968312817200E+02,5.986366800000000E+01,7.705049200000001E+01
1.250000000000000E+00,4.744923100000000E+01,1.196944300000000E+01,1.755291800000000E+01,5.810653356620001E+02,5.957668500000000E+01,7.700774000000000E+01
1.260000000000000E+00,4.760451700000000E+01,1.164661300000000E+01,1.767434300000000E+01,5.679408658483300E+02,5.957668500000000E+01,7.700774000000000E+01
1.270000000000000E+00,4.775504300000000E+01,1.131912500000000E+01,1.779532500000000E+01,5.544313865509200E+02,5.925113000000000E+01,7.700774000000000E+01
1.280000000000000E+00,4.790079300000000E+01,1.098710900000000E+01,1.791586300000000E+01,5.405453010973800E+02,5.925113000000000E+01,7.700774000000000E+01
1.290000000000000E+00,4.804175300000000E+01,1.065069800000000E+01,1.803595300000000E+01,5.262912338774400E+02,5.888790200000000E+01,7.680376500000000E+01
1.300000000000000E+00,4.817790900000000E+01,1.031002700000000E+01,1.815559200000000E+01,5.116782025935900E+02,5.888790200000000E+01,7.680376500000000E+01
1.310000000000000E+00,4.830924800000000E+01,9.965232800000001E+00,1.827477700000000E+01,4.967155425935400E+02,5.848793600000000E+01,7.680376500000000E+01
1.320000000000000E+00,4.843575500000000E+01,9.616452300000001E+00,1.839350600000000E+01,4.814129027129300E+02,5.848793600000000E+01,7.680376500000000E+01
1.330000000000000E+00,4.855741900000000E+01,9.263825300000001E+00,1.851177400000000E+01,4.657801275719900E+02,5.805220730000000E+01,7.644571329999999E+01
1.340000000000000E+00,4.867422700000000E+01,8.907492899999999E+00,1.862958000000000E+01,4.498274466349000E+02,5.805220730000000E+01,7.644571329999999E+01
1.350000000000000E+00,4.878616800000000E+01,8.547597600000000E+00,1.874692000000000E+01,4.335653314154900E+02,5.758171990000000E+01,7.644571329999999E+01
1.360000000000000E+00,4.889323000000000E+01,8.184283400000000E+00,1.886379100000000E+01,4.170045325100000E+02,5.758171990000000E+01,7.644571329999999E+01
1.370000000000000E+00,4.899540300000000E+01,7.817695600000000E+00,1.898019000000000E+01,4.001560506613800E+02,5.707751340000000E+01,7.594130440000001E+01
1.380000000000000E+00,4.909267700000000E+01,7.447980800000000E+00,1.909611500000000E+01,3.830311464533300E+02,5.707751340000000E+01,7.594130440000001E+01
1.390000000000000E+00,4.918504100000000E+01,7.075286900000000E+00,1.921156300000000E+01,3.656413157166000E+02,5.654065780000000E+01,7.594130440000001E+01
1.400000000000000E+00,4.927248600000000E+01,6.699763000000000E+00,1.932653100000000E+01,3.479982762632600E+02,5.654065780000000E+01,7.594130440000001E+01
1.410000000000000E+00,4.935500500000000E+01,6.321559300000000E+00,1.944101500000000E+01,3.301139786208200E+02,5.597224900000000E+01,7.529877999999999E+01
1.420000000000000E+00,4.943258800000000E+01,5.940827000000000E+00,1.955501300000000E+01,3.120005908593000E+02,5.597224900000000E+01,7.529877999999999E+01
1.430000000000000E+00,4.950522800000000E+01,5.557718500000000E+00,1.966852300000000E+01,2.936704534702800E+02,5.537341500000000E+01,7.529877999999999E+01
1.440000000000000E+00,4.957291700000000E+01,5.172387000000000E+00,1.978154000000000E+01,2.751361215023200E+02,5.537341500000000E+01,7.529877999999999E+01
1.450000000000000E+00,4.963565000000000E+01,4.784986600000000E+00,1.989406300000000E+01,2.564103114428800E+02,5.474530400000000E+01,7.452684400000000E+01
1.460000000000000E+00,4.969341800000000E+01,4.395672200000000E+00,2.000608900000000E+01,2.375059201322900E+02,5.474530400000000E+01,7.452684400000000E+01
1.470000000000000E+00,4.974621700000000E+01,4.004599700000000E+00,2.011761500000000E+01,2.184359760255800E+02,5.408909020000000E+01,7.452684400000000E+01
1.480000000000000E+00,4.979404200000000E+01,3.611925400000000E+00,2.022863700000000E+01,1.992136856743300E+02,5.408909020000000E+01,7.452684400000000E+01
1.490000000000000E+00,4.983688800000000E+01,3.217806300000000E+00,2.033915400000000E+01,1.798523650684700E+02,5.340596740000000E+01,7.363460440000000E+01
1.500000000000000E+00,4.987474900000000E+01,2.822400200000000E+00,2.044916300000000E+01,1.603654521787900E+02,5.340596740000000E+01,7.363460440000000E+01
1.510000000000000E+00,4.990762400000000E+01,2.425865100000000E+00,2.055866000000000E+01,1.407665015525500E+02,5.269714920000000E+01,7.363460440000000E+01
1.520000000000000E+00,4.993550700000000E+01,2.028359700000000E+00,2.066764300000000E+01,1.210691632855200E+02,5.269714920000000E+01,7.363460440000000E+01
1.530000000000000E+00,4.995839700000000E+01,1.630043000000000E+00,2.077611000000000E+01,1.012871699978700E+02,5.196386670000000E+01,7.263150970000000E+01
1.540000000000000E+00,4.997629200000000E+01,1.231074300000000E+00,2.088405700000000E+01,8.143433532107100E+01,5.196386670000000E+01,7.263150970000000E+01
1.550000000000000E+00,4.998918800000000E+01,8.316132500000000E-01,2.099148200000000E+01,6.152452869049600E+01,5.120736630000000E+01,7.263150970000000E+01
1.560000000000000E+00,4.999708600000000E+01,4.318195100000000E-01,2.109838300000000E+01,4.157167109754100E+01,5.120736630000000E+01,7.263150970000000E+01
1.570000000000000E+00,4.999998400000000E+01,3.185305800000000E-02,2.120475500000000E+01,2.158971717794800E+01,5.042890551000000E+01,7.152728851000001E+01
1.580000000000000E+00,4.999788200000000E+01,-3.681261400000000E-01,2.131059800000000E+01,1.592652390351100E+00,5.042890551000000E+01,7.152728851000001E+01
1.590000000000000E+00,4.999078100000000E+01,-7.679580900000000E-01,2.141590800000000E+01,-1.840552730883500E+01,4.962975586000000E+01,7.152728851000001E+01
1.600000000000000E+00,4.997868000000000E+01,-1.167482900000000E+00,2.152068300000000E+01,-3.839082469436800E+01,4.962975586000000E+01,7.152728851000001E+01
1.610000000000000E+00,4.996158200000000E+01,-1.566540700000000E+00,2.162491900000000E+01,-5.834925426457200E+01,4.881119710000000E+01,7.033188010000001E+01
1.620000000000000E+00,4.993948700000000E+01,-1.964971900000000E+00,2.172861500000000E+01,-7.826685163938700E+01,4.881119710000000E+01,7.033188010000001E+01
1.630000000000000E+00,4.991239900000000E+01,-2.362617100000000E+00,2.183176800000000E+01,-9.812968865541499E+01,4.797451510000000E+01,7.033188010000001E+01
1.640000000000000E+00,4.988031900000000E+01,-2.759317300000000E+00,2.193437500000000E+01,-1.179238873794200E+02,4.797451510000000E+01,7.033188010000001E+01
1.650000000000000E+00,4.984325100000000E+01,-3.154913900000000E+00,2.203643300000000E+01,-1.376356271462200E+02,4.712100170000000E+01,6.905537670000000E+01
1.660000000000000E+00,4.980119900000000E+01,-3.549248500000000E+00,2.213794100000000E+01,-1.572511654010900E+02,4.712100170000000E+01,6.905537670000000E+01
1.670000000000000E+00,4.975416700000000E+01,-3.942163500000000E+00,2.223889500000000E+01,-1.767568308489500E+02,4.625195050000000E+01,6.905537670000000E+01
1.680000000000000E+00,4.970216000000000E+01,-4.333501600000000E+00,2.233929400000000E+01,-1.961390611203000E+02,4.625195050000000E+01,6.905537670000000E+01
1.690000000000000E+00,4.964518300000000E+01,-4.723106400000000E+00,2.243913300000000E+01,-2.153843898834600E+02,4.536865840000000E+01,6.770795240000000E+01
1.700000000000000E+00,4.958324100000000E+01,-5.110822000000000E+00,2.253841200000000E+01,-2.344794815564700E+02,4.536865840000000E+01,6.770795240000000E+01
1.710000000000000E+00,4.951634000000000E+01,-5.496493400000000E+00,2.263712700000000E+01,-2.534111189341000E+02,4.447241900000000E+01,6.770795240000000E+01
1.720000000000000E+00,4.944448800000000E+01,-5.879966200000000E+00,2.273527700000000E+01,-2.721662360021600E+02,4.447241900000000E+01,6.770795240000000E+01
1.730000000000000E+00,4.936769200000000E+01,-6.261087200000000E+00,2.283285800000000E+01,-2.907319182163100E+02,4.356452180000000E+01,6.629979880000000E+01
1.740000000000000E+00,4.928595900000000E+01,-6.639703800000000E+00,2.292986800000000E+01,-3.090954244747400E+02,4.356452180000000E+01,6.629979880000000E+01
1.750000000000000E+00,4.919929700000000E+01,-7.015664600000000E+00,2.302630500000000E+01,-3.272441692589400E+02,4.264625520000000E+01,6.629979880000000E+01
1.760000000000000E+00,4.910771600000000E+01,-7.388819200000000E+00,2.312216600000000E+01,-3.451657663077900E+02,4.264625520000000E+01,6.629979880000000E+01
1.770000000000000E+00,4.901122400000000E+01,-7.759018400000000E+00,2.321745000000000E+01,-3.628480348489500E+02,4.171889680000000E+01,6.484106280000000E+01
1.780000000000000E+00,4.890983000000000E+01,-8.126113999999999E+00,2.331215200000000E+01,-3.802789888225200E+02,4.171889680000000E+01,6.484106280000000E+01
1.790000000000000E+00,4.880354600000000E+01,-8.489959400000000E+00,2.340627200000000E+01,-3.974468543006200E+02,4.078371600000000E+01,6.484106280000000E+01
