"time","Capacitor1.i","IdealDiode3.v"
0,-500.849,-282.843
0.0001,-500.83,1.03698
0.0002,-500.383,2.00043
0.0003,-498.23,2.00256
0.0004,-494.708,2.00606
0.0005,-490.301,2.01045
0.0006,-485.495,2.01523
0.0007,-480.775,2.01993
0.0008,-476.621,2.02407
0.0009,-473.507,2.02716
0.001,-471.898,2.02875
0.0011,-472.243,2.02839
0.0012,-474.978,2.02563
0.0013,-480.516,2.02007
0.0014,-489.253,2.01132
0.0015,-500.579,-15.0563
0.0016,-500.568,-20.033
0.0017,-500.557,-25.4989
0.0018,-500.548,-31.4454
0.0019,-500.449,-38.626
0.002,-494.607,-50.924
0.0021,-480.015,-63.453
0.0022,-457.197,-76.2271
0.0023,-426.725,-89.2588
0.0024,-389.22,-102.558
0.0025,-345.344,-116.133
0.0026,-295.798,-129.989
0.0027,-241.317,-144.129
0.0028,-182.666,-158.554
0.0029,-120.634,-173.26
0.003,-56.0297,-188.243
0.0031,10.3225,-203.496
0.0032,77.589,-219.006
0.0033,144.931,-234.762
0.0034,211.511,-250.746
0.0035,276.495,-266.94
0.0036,339.062,-283.321
0.0037,398.404,-299.865
0.0038,453.737,-316.545
0.0039,504.298,-333.331
0.004,549.358,-350.191
0.0041,588.219,-367.09
0.0042,620.223,-383.993
0.0043,644.755,-400.86
0.0044,661.245,-417.65
0.0045,669.176,-434.323
0.0046,668.081,-450.834
0.0047,657.549,-467.139
0.0048,637.23,-483.19
0.0049,606.835,-498.943
0.005,566.135,-514.348
0.0051,514.967,-529.359
0.0052,453.235,-543.927
0.0053,382.31,-550.481
0.0054,306.727,-552.795
0.0055,226.861,-554.603
0.0056,142.782,-555.877
0.0057,54.5881,-556.589
0.0058,-37.5854,-556.712
0.0059,-133.572,-556.22
0.006,-184.487,-555.121
0.0061,-185.933,-553.883
0.0062,-183.727,-552.651
0.0063,-178.345,-551.448
0.0064,-170.283,-550.293
0.0065,-160.052,-549.201
0.0066,-148.177,-548.185
0.0067,-135.19,-547.253
0.0068,-121.629,-546.41
0.0069,-108.036,-545.658
0.007,-94.9492,-544.995
0.0071,-82.9037,-544.415
0.0072,-72.4257,-543.909
0.0073,-64.0297,-543.463
0.0074,-58.2157,-543.063
0.0075,-55.4655,-542.689
0.0076,-56.2398,-542.318
0.0077,-60.9752,-541.925
0.0078,-70.0813,-541.481
0.0079,-83.9382,-540.956
0.008,-102.894,-540.318
0.0081,-127.262,-539.529
0.0082,-157.319,-538.553
0.0083,-193.304,-537.352
0.0084,-235.417,-535.884
0.0085,-283.813,-534.108
0.0086,-335.371,-531.992
0.0087,-385.816,-529.537
0.0088,-435.284,-526.75
0.0089,-433.936,-523.849
0.009,-425.029,-520.991
0.0091,-409.209,-518.222
0.0092,-387.02,-515.587
0.0093,-359.042,-513.125
0.0094,-325.894,-510.872
0.0095,-288.221,-508.861
0.0096,-246.7,-507.117
0.0097,-202.026,-505.664
0.0098,-154.915,-504.521
0.0099,-106.095,-503.699
0.01,-56.3034,-503.207
0.0101,-6.28363,-503.048
0.0102,43.2223,-503.221
0.0103,91.4764,-503.719
0.0104,137.75,-504.531
0.0105,181.328,-505.64
0.0106,221.513,-507.025
0.0107,257.63,-508.661
0.0108,289.031,-510.517
0.0109,315.097,-512.56
0.011,335.245,-514.751
0.0111,348.929,-517.049
0.0112,355.645,-519.409
0.0113,354.931,-521.781
0.0114,346.376,-524.114
0.0115,329.617,-526.356
0.0116,304.343,-528.448
0.0117,270.298,-530.335
0.0118,227.282,-531.955
0.0119,176.64,-533.25
0.012,123.143,-534.182
0.0121,67.0413,-534.732
0.0122,8.22063,-534.883
0.0123,-53.4091,-534.617
0.0124,-117.915,-533.915
0.0125,-185.338,-532.757
0.0126,-184.141,-376.632
0.0127,-168.178,-361.007
0.0128,-148.386,-345.346
0.0129,-125.338,-329.676
0.013,-99.626,-314.022
0.0131,-71.8589,-298.407
0.0132,-42.6569,-282.852
0.0133,-12.6481,-267.375
0.0134,17.5353,-251.993
0.0135,47.2607,-236.722
0.0136,75.9,-221.573
0.0137,102.832,-206.557
0.0138,127.449,-191.684
0.0139,149.157,-176.958
0.014,167.382,-162.384
0.0141,181.573,-147.965
0.0142,191.205,-133.701
0.0143,195.783,-119.591
0.0144,194.845,-105.632
