"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out9","Out10","Out11","Out2","Out3","Out4","Out5"
7.46,1,0.923388,1,0,1,0,1,0,0.793668,0.828719,0.179742,6,11,0,12,12
7.49,1,0.934487,1,0,1,0,1,0,0.793668,0.93088,0.179742,6,11,0,12,12
7.52,1,0.944745,1,0,1,0,1,0,0.938,0.93088,0.1876,6,11,0,12,12
7.55,1,0.954152,1,0,1,0,1,0,0.938,0.93088,0.1876,6,11,0,12,12
7.58,1,0.962701,1,0,1,0,1,0,0.938,0.93088,0.1876,6,11,0,12,12
7.61,1,0.970384,1,0,1,0,1,0,0.938,0.93088,0.193584,6,11,0,12,12
7.64,1,0.977193,1,0,1,0,1,0,0.938,0.93088,0.193584,6,11,0,12,12
7.67,1,0.983123,1,0,1,0,1,0,0.938,0.93088,0.193584,6,11,0,12,12
7.7,1,0.988168,1,0,1,0,1,0,0.938,0.988168,0.197634,6,11,0,12,12
7.73,1,0.992324,1,0,1,0,1,0,0.938,0.988168,0.197634,6,11,0,12,12
7.76,1,0.995587,1,0,1,0,1,0,0.938,0.988168,0.197634,6,11,0,12,12
7.79,1,0.997954,1,0,1,0,1,0,0.938,0.988168,0.197634,6,11,0,12,12
7.82,1,0.999423,1,0,1,0,1,0,0.998543,0.988168,0.199709,6,11,0,12,12
7.85,1,0.999992,1,0,1,0,1,0,0.998543,0.988168,0.199709,6,11,0,12,12
7.88,1,0.999662,1,0,1,0,1,0,0.998543,0.988168,0.199709,6,11,0,12,12
7.91,1,0.998431,1,0,1,0,1,0,0.998543,0.988168,0.199788,6,11,0,12,12
7.94,1,0.996303,1,0,1,0,1,0,0.998543,0.997822,0.199788,6,11,0,12,12
7.97,1,0.993277,1,0,1,0,1,0,0.998543,0.997822,0.199788,6,11,0,12,12
8,1,0.989358,1,0,1,0,1,0,0.998543,0.997822,0.197872,6,11,0,12,12
8.03,1,0.984549,1,0,1,0,1,0,0.998543,0.997822,0.197872,6,11,0,12,12
8.06,1,0.978853,1,0,1,0,1,0,0.998543,0.997822,0.197872,6,11,0,12,12
8.09,1,0.972277,1,0,1,0,1,0,0.998543,0.997822,0.197872,6,11,0,12,12
8.12,1,0.964825,1,0,1,0,1,0,0.96989,0.997822,0.193978,6,11,0,12,12
8.15,1,0.956506,1,0,1,0,1,0,0.96989,0.959375,0.193978,6,11,0,12,12
8.18,1,0.947325,1,0,1,0,1,0,0.96989,0.959375,0.193978,6,11,0,12,12
8.21,1,0.937292,1,0,1,0,1,0,0.96989,0.959375,0.188146,6,11,0,12,12
8.24,1,0.926415,1,0,1,0,1,0,0.96989,0.959375,0.188146,6,11,0,12,12
8.27,1,0.914705,1,0,1,0,1,0,0.96989,0.959375,0.188146,6,10,0,12,12
8.3,1,0.902172,1,0,1,0,1,0,0.96989,0.959375,0.180434,6,10,0,12,12
8.33,1,0.888827,1,0,1,0,1,0,0.96989,0.959375,0.180434,6,10,0,12,12
8.36,1,0.874681,1,0,1,0,1,0,0.96989,0.874681,0.180434,6,10,0,12,12
8.39,1,0.859749,1,0,1,0,1,0,0.96989,0.874681,0.180434,6,10,0,12,12
8.42,1,0.844043,1,0,1,0,1,0,0.854599,0.874681,0.17092,6,10,0,12,12
8.45,1,0.827577,1,0,1,0,1,0,0.854599,0.874681,0.17092,6,9,0,12,12
8.48,1,0.810367,1,0,1,0,1,0,0.854599,0.874681,0.17092,6,9,0,12,12
8.51,1,0.792427,1,0,1,0,1,0,0.854599,0.874681,0.159697,6,9,0,12,12
8.54,1,0.773774,1,0,1,0,1,0,0.854599,0.874681,0.159697,6,9,0,12,12
8.57,1,0.754425,1,0,1,0,1,0,0.854599,0.874681,0.159697,6,9,0,12,12
8.6,1,0.734397,1,0,1,0,1,0,0.854599,0.747824,0.146879,6,8,0,12,12
8.63,1,0.713708,1,0,1,0,1,0,0.854599,0.747824,0.146879,6,8,0,12,12
8.66,1,0.692377,1,0,1,0,1,0,0.854599,0.747824,0.146879,6,8,0,12,12
8.69,1,0.670422,1,0,1,0,1,0,0.854599,0.747824,0.146879,6,8,0,12,12
8.72,1,0.647865,1,0,1,0,1,0,0.662969,0.747824,0.132594,6,7,0,12,12
8.75,1,0.624724,1,0,1,0,1,0,0.662969,0.747824,0.132594,6,7,0,12,12
8.78,1,0.601021,1,0,1,0,1,0,0.662969,0.747824,0.132594,6,7,0,12,12
8.81,1,0.576777,1,0,1,0,1,0,0.662969,0.584917,0.116983,6,6,0,12,12
8.84,1,0.552014,1,0,1,0,1,0,0.662969,0.584917,0.116983,6,6,0,12,12
8.87,1,0.526755,1,0,1,0,1,0,0.662969,0.584917,0.116983,6,6,0,12,12
8.9,1,0.501021,1,0,1,0,1,0,0.662969,0.584917,0.100204,6,6,0,12,12
8.93,1,0.474836,1,0,1,0,1,0,0.662969,0.584917,0.100204,6,5,0,12,12
8.96,1,0.448224,1,0,1,0,1,0,0.662969,0.584917,0.100204,6,5,0,12,12
8.99,1,0.421209,1,0,1,0,1,0,0.662969,0.584917,0.100204,6,5,0,12,12
9.02,1,0.393815,1,0,1,0,1,0,0.412118,0.393815,0.0824237,6,4,0,12,12
9.05,1,0.366066,1,0,1,0,1,0,0.412118,0.393815,0.0824237,6,4,0,12,12
9.08,1,0.337988,1,0,1,0,1,0,0.412118,0.393815,0.0824237,6,4,0,12,12
9.11,1,0.309605,1,0,1,0,1,0,0.412118,0.393815,0.0638197,6,3,0,12,12
9.14,1,0.280944,1,0,1,0,1,0,0.412118,0.393815,0.0638197,6,3,0,12,12
9.17,1,0.252031,1,0,1,0,1,0,0.412118,0.393815,0.0638197,6,3,0,12,12
9.2,1,0.22289,1,0,1,0,1,0,0.412118,0.393815,0.044578,6,2,0,12,12
9.23,1,0.193549,1,0,1,0,1,0,0.412118,0.393815,0.044578,6,2,0,12,12
9.26,1,0.164033,1,0,1,0,1,0,0.412118,0.183728,0.044578,6,1,0,12,12
9.29,1,0.13437,1,0,1,0,1,0,0.412118,0.183728,0.044578,6,1,0,12,12
9.32,1,0.104586,1,0,1,0,1,0,0.124454,0.183728,0.0248909,6,1,0,12,12
9.35,1,0.0747083,1,0,1,0,1,0,0.124454,0.183728,0.0248909,6,0,0,12,12
9.38,1,0.044763,1,0,1,0,1,0,0.124454,0.183728,0.0248909,6,0,0,12,12
9.41,1,0.0147774,1,0,1,0,1,0,0.124454,0.183728,0.00495509,6,0,0,12,12
9.44,1,-0.0152215,1,0,1,0,1,0,0.124454,0.183728,0.00495509,6,-1,-1,12,12
9.47,1,-0.0452066,1,0,1,0,1,0,0.124454,-0.0352148,0.00495509,6,-1,-1,12,12
9.5,1,-0.0751511,1,0,1,0,1,0,0.124454,-0.0352148,-0.0150302,6,-1,-1,12,12
9.53,1,-0.105028,1,0,1,0,1,0,0.124454,-0.0352148,-0.0150302,6,-2,-1,12,12
9.56,1,-0.13481,1,0,1,0,1,0,0.124454,-0.0352148,-0.0150302,6,-2,-1,12,12
9.59,1,-0.164471,1,0,1,0,1,0,0.124454,-0.0352148,-0.0150302,6,-2,-1,12,12
9.62,1,-0.193984,1,0,1,0,1,0,-0.174327,-0.0352148,-0.0348654,6,-3,-1,12,12
9.65,1,-0.223323,1,0,1,0,1,0,-0.174327,-0.0352148,-0.0348654,6,-3,-1,12,12
9.68,1,-0.25246,1,0,1,0,1,0,-0.174327,-0.25246,-0.0348654,6,-4,-1,12,12
9.71,1,-0.281371,1,0,1,0,1,0,-0.174327,-0.25246,-0.0543521,6,-4,-1,12,12
9.74,1,-0.310028,1,0,1,0,1,0,-0.174327,-0.25246,-0.0543521,6,-4,-1,12,12
9.77,1,-0.338406,1,0,1,0,1,0,-0.174327,-0.25246,-0.0543521,6,-5,-1,12,12
9.8,1,-0.366479,1,0,1,0,1,0,-0.174327,-0.25246,-0.0732958,6,-5,-1,12,12
9.83,1,-0.394223,1,0,1,0,1,0,-0.174327,-0.25246,-0.0732958,6,-5,-1,12,12
9.86,1,-0.421612,1,0,1,0,1,0,-0.174327,-0.25246,-0.0732958,6,-6,-1,12,12
9.89,1,-0.448621,1,0,1,0,1,0,-0.174327,-0.25246,-0.0732958,6,-6,-1,12,12
9.92,1,-0.475227,1,0,1,0,1,0,-0.457536,-0.457536,-0.0915072,6,-6,-1,12,12
9.95,1,-0.501405,1,0,1,0,1,0,-0.457536,-0.457536,-0.0915072,6,-7,-1,12,12
9.98,1,-0.527132,1,0,1,0,1,0,-0.457536,-0.457536,-0.0915072,6,-7,-1,12,12
10,1,-0.544021,1,0,1,0,1,0,-0.457536,-0.457536,-0.108804,6,-7,-1,12,12
10,1,-0.544021,1,0,1,0,1,0,-0.457536,-0.457536,-0.108804,6,-7,-1,12,12
