    "time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]"
         0,      0.15,0.39999992,         0
   0.00025,      0.15,0.39999992,         0
    0.0005,      0.15,0.39999992,         0
   0.00075,      0.15,0.39999992,         0
     0.001,      0.15,0.39999992,         0
   0.00125,      0.15,0.39999992,         0
    0.0015,      0.15,0.39999992,         0
   0.00175,      0.15,0.39999992,         0
     0.002,      0.15,0.39999992,         0
   0.00225,      0.15,0.39999992,         0
    0.0025,      0.15,0.39999992,         0
   0.00275,      0.15,0.39999992,         0
     0.003,      0.15,0.39999992,         0
   0.00325,      0.15,0.39999992,         0
    0.0035,      0.15,0.39999992,         0
   0.00375,      0.15,0.39999991,         0
     0.004,      0.15,0.39999991,         0
   0.00425,      0.15,0.39999991,         0
    0.0045,      0.15,0.39999991,         0
   0.00475,      0.15,0.39999991,         0
     0.005,      0.15,0.39999991,         0
   0.00525,      0.15, 0.3999999,         0
    0.0055,      0.15, 0.3999999,         0
   0.00575,      0.15, 0.3999999,         0
     0.006,      0.15, 0.3999999,         0
   0.00625,      0.15,0.39999989,         0
    0.0065,      0.15,0.39999989,         0
   0.00675,      0.15,0.39999989,         0
     0.007,      0.15,0.39999988,         0
   0.00725,      0.15,0.39999988,         0
    0.0075,      0.15,0.39999988,         0
   0.00775,      0.15,0.39999987,         0
     0.008,      0.15,0.39999987,         0
   0.00825,      0.15,0.39999987,         0
    0.0085,      0.15,0.39999986,         0
   0.00875,      0.15,0.39999986,         0
     0.009,      0.15,0.39999985,         0
   0.00925,      0.15,0.39999985,         0
    0.0095,      0.15,0.39999984,         0
   0.00975,      0.15,0.39999984,         0
      0.01,      0.15,0.39999983,         0
   0.01025,      0.15,0.39999982,         0
    0.0105,      0.15,0.39999982,         0
   0.01075,      0.15,0.39999981,         0
     0.011,      0.15, 0.3999998,         0
   0.01125,      0.15,0.39999979,         0
    0.0115,      0.15,0.39999979,         0
   0.01175,      0.15,0.39999978,         0
     0.012,      0.15,0.39999977,         0
   0.01225,      0.15,0.39999976,         0
    0.0125,      0.15,0.39999975,         0
   0.01275,      0.15,0.39999974,         0
     0.013,      0.15,0.39999973,         0
   0.01325,      0.15,0.39999972,         0
    0.0135,      0.15, 0.3999997,         0
   0.01375,      0.15,0.39999969,         0
     0.014,      0.15,0.39999968,         0
   0.01425,      0.15,0.39999966,         0
    0.0145,      0.15,0.39999965,         0
   0.01475,      0.15,0.39999963,         0
     0.015,      0.15,0.39999962,         0
   0.01525,      0.15, 0.3999996,         0
    0.0155,      0.15,0.39999958,         0
   0.01575,      0.15,0.39999956,         0
     0.016,      0.15,0.39999954,         0
   0.01625,      0.15,0.39999952,         0
    0.0165,      0.15, 0.3999995,         0
   0.01675,      0.15,0.39999948,         0
     0.017,      0.15,0.39999945,         0
   0.01725,      0.15,0.39999943,         0
    0.0175,      0.15, 0.3999994,         0
   0.01775,      0.15,0.39999938,         0
     0.018,      0.15,0.39999935,         0
   0.01825,      0.15,0.39999932,         0
    0.0185,      0.15,0.39999928,         0
   0.01875,      0.15,0.39999925,         0
     0.019,      0.15,0.39999921,         0
   0.01925,      0.15,0.39999918,         0
    0.0195,      0.15,0.39999914,         0
   0.01975,      0.15, 0.3999991,         0
      0.02,      0.15,0.39999906,         0
   0.02025,      0.15,0.39999901,         0
    0.0205,      0.15,0.39999896,         0
   0.02075,      0.15,0.39999891,         0
     0.021,      0.15,0.39999886,         0
   0.02125,      0.15,0.39999881,         0
