"time","freqHz","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","J1.phi","J1.w"
0,0.20000000000000001,0.40000000000000002,0,-10,0,0,0,0,0,10
0.01,0.20000000000000001,0.40000000000000002,-0.09905210417061161,-9.815580576422958,-0.00049999477102845118,-0.09999783601831673,0,0,0.099552098941640063,9.915578412441274
0.02,0.20000000000000001,0.40000000000000002,-0.19641095319091312,-9.6608429496145707,-0.0019999080704567033,-0.19998088206493655,0,0,0.19841086126136981,9.8608238316795074
0.03,0.20000000000000001,0.40000000000000002,-0.29235337292231278,-9.531359132662061,-0.0044995112470881567,-0.29993335010795197,0,0,0.29685288416940092,9.8312924827700137
0.04,0.20000000000000001,0.40000000000000002,-0.38709953163485378,-9.420287735201839,-0.0079984205509313674,-0.39983945580978797,0,0,0.39509795218578514,9.8201271910116272
0.05,0.20000000000000001,0.40000000000000002,-0.48079171864960574,-9.3189566445002736,-0.012496093169090665,-0.499683423014464,0,0,0.49328781181869641,9.8186400675147372
0.06,0.20000000000000001,0.40000000000000002,-0.57347942874795688,-9.2177909624013239,-0.01799182915916828,-0.59944948505276852,0,0,0.59147125790712518,9.8172404474540933
0.07,0.20000000000000001,0.40000000000000002,-0.66511589793689774,-9.1071780554738595,-0.024484770746714214,-0.69912188762099803,0,0,0.68960066868361192,9.8062999430948583
0.08,0.20000000000000001,0.40000000000000002,-0.7555626911873915,-8.9784836259463923,-0.031973902236209509,-0.79868489163678158,0,0,0.78753659342360105,9.7771685175831742
0.09,0.20000000000000001,0.40000000000000002,-0.84460218251078611,-8.8248167931014105,-0.040458051426519523,-0.89812277455931067,0,0,0.8850602339373056,9.7229395676607204
0.1,0.20000000000000001,0.40000000000000002,-0.9319609352874908,-8.6418066376555434,-0.049935888292386821,-0.99741983427334846,0,0,0.98189682357987762,9.6392264719288914
0.11,0.20000000000000001,0.40000000000000002,-1.0173337811124203,-8.4279334549705354,-0.060406378083604322,-1.0965602964303121,0,0,1.0777401591960247,9.524493751400847
0.12,0.20000000000000001,0.40000000000000002,-1.1004175253986233,-8.1848289799050065,-0.071866956299163912,-1.1955285250121821,0,0,1.1722844816977871,9.380357504917189
0.13,0.20000000000000001,0.40000000000000002,-1.1809433667272038,-7.9168744525826238,-0.084316299710184769,-1.2943090751087067,0,0,1.2652596664373885,9.2111835276913308
0.14,0.20000000000000001,0.40000000000000002,-1.2586953131936813,-7.6309924771518949,-0.097752453567886644,-1.3928863193352352,0,0,1.356447766761568,9.0238787964871303
