    "time",     "uDC",  "iAC[1]",  "iAC[2]",  "iAC[3]",  "uAC[1]",  "uAC[2]",  "uAC[3]",  "Losses"
         0, 565.68542,        -0,         0,         0,         0,         0,         0,       480
    0.0002, 559.00831,0.061466535,-1.0496442, 0.9881777, 312.23791,-563.00922, 250.77131, 789.42792
    0.0004, 552.36829, 0.1227459,-6.7380688, 6.6153229, 339.56327,-556.38053, 216.81726, 799.31485
    0.0006, 545.83183,0.18354083,-15.965251, 15.781711, 366.70175,-549.86247, 183.16073, 827.85505
    0.0008, 539.42024,0.24361142,-24.853773, 24.610162, 393.54014,-543.46862, 149.92848, 859.41688
     0.001, 533.10347,0.30272059,-29.590261, 29.287541, 419.94108,-537.16127, 117.22019, 877.93869
    0.0012, 526.80158,0.36063505,-26.523891, 26.163256, 445.74431, -530.8532, 85.108897, 867.69734
    0.0014, 520.38759,0.41712625,-12.260737, 11.843611, 470.76866,-524.41064, 53.641988, 814.58546
    0.0016, 513.75004,0.44994609,-0.92363163,0.47368554, 483.84847, -495.7182, 11.869726, 744.16829
    0.0018, 507.07594,0.49151793,-0.93570455,0.44418662, 501.29736,-477.63171,-23.665653,   736.584
     0.002, 500.41716, 6.4491215,-6.8476906,0.39856911, 504.42945,-451.49948,-52.929968, 734.15521
    0.0022, 494.03524, 43.871929, -44.21351,0.34158105, 498.12233,-419.85186,-78.270471, 850.54162
    0.0024, 488.36121, 111.86379,-112.14703,0.28324493, 492.58424,-387.91472,-104.66952, 1111.4197
    0.0026, 483.76923, 205.30403,-205.52782,0.22379096, 488.17909,-355.98514,-132.19395, 1518.1109
    0.0028, 480.56094, 318.45826,-318.62171, 0.1634538, 485.19705,-324.32551,-160.87154,   2069.72
     0.003, 478.95821,  445.1215,-445.22397,0.10247156, 483.84758,-293.15962,-190.68796, 2757.7125
    0.0032, 479.09787, 578.77158,-578.81266,0.04108491, 484.25449,-262.66972,-221.58477, 3561.7607
    0.0034,  481.0286, 712.72903,-712.70857,-0.020463883, 486.45306,-232.99458,-253.45848,  4447.409
    0.0036, 484.70982, 840.32019,-840.23826,-0.081931914,  490.3894, -204.2287, -286.1607, 5365.9009
    0.0038, 490.01297, 955.03953,-954.89646,-0.1430766, 495.92192,-176.42259,-319.49933, 6256.2671
     0.004, 496.72472, 1050.7078,-1050.5042,-0.20365662, 502.82493,-149.58405,-353.24088, 7049.5223
    0.0042,  504.5524, 1121.6223,-1121.3589,-0.26343291, 510.79436, -123.6806,-387.11377, 7674.5822
    0.0044, 513.13126, 1162.6959,-1162.3737,-0.32216954, 519.45529,-98.642713,-420.81258, 8065.3095
    0.0046, 522.03355, 1169.5819,-1169.2022,-0.37963472, 528.37128,-74.368086,-454.00319,  8167.958
    0.0048, 530.77911, 1138.7816, -1138.346,-0.43560166, 537.05517,-50.726537,-486.32863, 7948.2114
     0.005, 538.84734, 1067.7328, -1067.243,-0.48984947, 544.98123,-27.565632, -517.4156, 7397.0239
    0.0052, 545.69009, 954.87671,-954.33454,-0.54216408,  551.5982,-4.7167904,-546.88141, 6534.5543
    0.0054, 550.77772, 808.38655,-790.40191, -17.98464,  556.3754,-0.7724165,-555.60298, 5425.4579
    0.0056, 553.79317, 644.45025,-559.91425,   -84.536, 558.99642,-0.47537778,-558.52104,  4237.144
    0.0058, 554.51216, 464.08494,-263.63334, -200.4516, 559.23876,-0.063181673,-559.17558, 3107.1713
     0.006, 552.80493, 317.00198,-0.20376501,-316.79821, 380.60142,  176.8362,-557.43762, 2255.4029
    0.0062, 550.33396, 317.72834,-0.14318622,-317.58516, 349.07727,  205.8909,-554.96817, 2242.0564
    0.0064, 547.96206, 331.13978,-0.082042337,-331.05774, 317.33278, 235.29037,-552.62315, 2299.8577
    0.0066,  545.8318, 353.21383,-0.02057467,-353.19325,  285.5559, 264.98121,-550.53711, 2409.5418
    0.0068, 544.03072, 379.73007,0.040974195,-379.77104, 253.90745, 294.88168,-548.78913, 2550.3584
     0.007, 542.58934, 406.37894,0.10236135, -406.4813, 222.51982, 324.88128, -547.4011, 2699.5045
    0.0072, 541.48073, 428.87206,0.16334454, -429.0354, 191.49642, 354.84113,-546.33755, 2832.3232
    0.0074, 540.62156, 443.05168,0.22368308,-443.27537, 160.91174, 384.59505,-545.50679, 2923.2961
    0.0076, 539.87449, 444.99689,0.28313884,-445.28003, 130.81228,  413.9514,-544.76368, 2947.7503
    0.0078, 539.05209, 431.12392,0.34147719, -431.4654, 101.21803, 442.69556,-543.91359, 2884.1069
     0.008, 537.92189, 398.27853,0.39846788,-398.67699,  72.12474, 470.59302,-542.71776,  2716.416
    0.0082, 536.21269, 343.81828,  0.453886,-344.27216, 43.506625, 497.39308, -540.8997, 2436.8729
    0.0084, 533.62191, 265.68288,0.50751284,-266.19039,  15.31968, 522.83302, -538.1527, 2047.9884
    0.0086, 529.83028, 159.22578, 7.0070886,-166.23287,0.15221854, 534.00246,-534.15467,  1563.304
    0.0088, 524.68829,0.82182928, 65.473487,-66.295316,-0.064651593,   528.819,-528.75435,  1102.904
     0.009, 518.91888,0.30282597, 76.111186,-76.414012,-110.12204, 523.07035,-412.94832, 1037.8007
    0.0092, 513.47674,0.24371875, 114.13084,-114.37456,-136.99261, 517.70421, -380.7116,  1174.016
    0.0094, 508.70076,0.18364968, 175.26955, -175.4532, -164.7003, 513.05046,-348.35016, 1428.7863
    0.0096, 504.86605,0.12285583, 254.47889,-254.60175,-193.25908, 509.37411,-316.11503, 1794.5307
    0.0098,  502.1774,0.061577128, 346.28354,-346.34512,-222.64591, 506.86901, -284.2231,  2259.481
      0.01, 500.76452,5.5406042e-005, 444.91836,-444.91841,-252.79897, 505.65335,-252.85438, 2804.4897
    0.0102, 500.67911,-0.061466535, 544.47158,-544.41011,-283.61679, 505.76698,-222.15019, 3401.1803
    0.0104, 501.89387,-0.1227459, 639.03087,-638.90812,-314.95841, 507.17079,-192.21239, 4011.7201
    0.0106, 504.30348,-0.18354083, 722.82884, -722.6453,-346.64448, 509.74793,-163.10346, 4590.3045
    0.0108,  507.7275,-0.24361142, 790.38485,-790.14124,-378.45933,   513.307,-134.84767, 5086.2477
     0.011, 511.91507,-0.30272059, 836.63986,-836.33714,-410.15395, 517.58701,-107.43306, 5448.3815
    0.0112, 516.55142,-0.36063505,  857.0813,-856.72066,-441.44979, 522.26418,-80.814383, 5630.3121
    0.0114, 521.26588,-0.41712625, 847.85522, -847.4381,-472.04339, 526.96012,-54.916724, 5595.9652
    0.0116, 525.64135,-0.47197125,  805.8632,-805.39123,-501.61163, 531.25154,-29.639912, 5324.7992
    0.0118, 529.22494,-0.52495359, 728.84181,-728.31686,-529.81757, 534.68103,-4.8634574, 4816.0684
     0.012, 531.57398, -19.19679, 624.72128,-605.52449,-536.21683, 536.80316,-0.58632711, 4107.0857
    0.0122, 532.46155,-90.451686, 509.80768,-419.35599,-537.06074, 537.38964,-0.32890398, 3336.9108
    0.0124, 531.74285,-213.96181, 383.67664,-169.71483,-536.33942, 536.29517,0.044246943, 2607.9348
    0.0126, 529.46936,-317.07778, 317.30157,-0.22379096,-534.10267, 378.94693, 155.15574, 2197.9776
    0.0128, 527.23558,-352.86584, 353.02929,-0.1634538,-531.94041, 347.69719, 184.24322, 2371.3415
     0.013, 525.57053,-401.66104, 401.76351,-0.10247156, -530.3729, 316.42228, 213.95062,  2627.504
