"time","yRising","yEither","yFalling"
0.000000E+000,0.000000E+000,0.000000E+000,0.000000E+000
2.000000E-003,0.000000E+000,0.000000E+000,0.000000E+000
4.000000E-003,0.000000E+000,0.000000E+000,0.000000E+000
6.000000E-003,0.000000E+000,0.000000E+000,0.000000E+000
8.000000E-003,0.000000E+000,0.000000E+000,0.000000E+000
1.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
1.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
1.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
1.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
1.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
2.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
2.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
2.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
2.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
2.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
3.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
3.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
3.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
3.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
3.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
4.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
4.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
4.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
4.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
4.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
5.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
5.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
5.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
5.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
5.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
6.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
6.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
6.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
6.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
6.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
7.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
7.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
7.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
7.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
7.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
8.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
8.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
8.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
8.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
8.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
9.000000E-002,0.000000E+000,0.000000E+000,0.000000E+000
9.200000E-002,0.000000E+000,0.000000E+000,0.000000E+000
9.400000E-002,0.000000E+000,0.000000E+000,0.000000E+000
9.600000E-002,0.000000E+000,0.000000E+000,0.000000E+000
9.800000E-002,0.000000E+000,0.000000E+000,0.000000E+000
1.000000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.020000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.040000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.060000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.080000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.100000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.120000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.140000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.160000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.180000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.200000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.220000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.240000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.260000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.280000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.300000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.320000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.340000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.360000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.380000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.400000E-001,0.000000E+000,0.000000E+000,0.000000E+000
1.420000E-001,0.000000E+000,0.000000E+000,0.000000E+000
