"time","driveAngle","integrator.y","inertia1.w","PI.I.y","spring.w_rel","spring.phi_rel","inertia1.phi"
0.00000000000000E+00,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
8.00000000000000E-03,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
1.60000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
2.40000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
3.20000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
4.00000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
4.80000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
5.60000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
6.40000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
7.20000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
8.00000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
8.80000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
9.60000000000000E-02,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
1.04000000000000E-01,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
1.12000000000000E-01,1.57000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,-1.00000000000000E-01,0.00000000000000E+00,1.00000000000000E-03,0.00000000000000E+00
