"time","Piston.body.r_0[2]","Inertia.w"
0,0.399999925,0
0.001,0.3999999243,0.009420115258
0.002,0.3999999221,0.01892868626
0.003,0.3999999184,0.02861536858
0.004,0.3999999131,0.03857135418
0.005,0.3999999059,0.04889033907
0.006,0.3999998966,0.05966943643
0.007,0.3999998848,0.07101008895
0.008,0.39999987,0.08301902357
0.009,0.3999998518,0.09580925583
0.01,0.3999998293,0.1095011532
0.011,0.3999998019,0.1242235677
0.012,0.3999997684,0.1401150477
0.013,0.3999997276,0.1573251415
0.014,0.3999996779,0.1760158041
0.015,0.3999996175,0.1963629198
0.016,0.399999544,0.2185579564
0.017,0.3999994548,0.242809765
0.018,0.3999993464,0.269346543
0.019,0.3999992147,0.2984179779
0.02,0.3999990549,0.330297593
0.021,0.3999988608,0.3652853144
0.022,0.3999986251,0.4037102861
0.023,0.3999983389,0.4459339557
0.024,0.3999979916,0.492353461
0.025,0.3999975698,0.5434053475
0.026,0.3999970578,0.5995696496
0.027,0.3999964361,0.6613743718
0.028,0.3999956815,0.7294004099
0.029,0.3999947653,0.8042869523
0.03,0.399993653,0.8867374097
0.031,0.3999923028,0.9775259182
0.032,0.3999906636,1.077504471
0.033,0.3999886736,1.187610726
0.034,0.3999862579,1.30887656
0.035,0.3999833253,1.442437402
0.036,0.3999797654,1.589542428
0.037,0.399975444,1.751565654
0.038,0.3999701983,1.930017987
0.039,0.3999638309,2.12656026
0.04,0.3999561021,2.343017291
0.041,0.3999467212,2.581392956
0.042,0.3999353357,2.843886243
0.043,0.3999215178,3.132908215
0.044,0.3999047494,3.451099731
0.045,0.3998844019,3.801349683
0.046,0.3998597142,4.186813398
0.047,0.3998297643,4.610930676
0.048,0.3997934359,5.077442719
0.049,0.3997493791,5.59040694
0.05,0.3996959616,6.154208249
0.051,0.3996312122,6.773564981
0.052,0.399552753,7.45352705
0.053,0.3994577188,8.199463224
0.054,0.3993426634,9.017033615
0.055,0.3992034493,9.912142601
0.056,0.3990351206,10.89086646
0.057,0.3988317582,11.95934917
0.058,0.3985863157,13.12365938
0.059,0.3982904385,14.38960159
0.06,0.3979342681,15.76247571
0.061,0.3975062373,17.24678228
0.062,0.396992865,18.84587555
0.063,0.3963785639,20.56157497
0.064,0.3956454774,22.39375714
0.065,0.3947733702,24.33996448
0.066,0.393739596,26.39508238
0.067,0.3925191729,28.55115029
0.068,0.391084991,30.79737818
0.069,0.3894081726,33.12043413
0.07,0.3874585938,35.50504533
0.071,0.385205558,37.93491352
0.072,0.3826185959,40.39389282
0.073,0.3796683454,42.86732311
0.074,0.3763274579,45.3433733
0.075,0.3725714713,47.81423709
0.076,0.3683796042,50.27704639
0.077,0.363735441,52.73441743
0.078,0.3586275095,55.194608
0.079,0.353049773,57.67132278
0.08,0.3470020869,60.18324246
0.081,0.3404906806,62.75336427
0.082,0.3335287278,65.40822431
0.083,0.3261370641,68.17703012
0.084,0.3183450867,71.09066711
0.085,0.3101918429,74.18045964
0.086,0.3017272726,77.47646888
0.087,0.2930135062,81.00501137
0.088,0.2841260478,84.78502026
0.089,0.2751545692,88.82292977
0.09,0.2662029242,93.10607849
0.091,0.2573878859,97.59536134
0.092,0.2488360768,102.2190477
0.093,0.240678717,106.8709499
0.094,0.233044284,111.4164492
0.095,0.2260499584,115.7079587
0.096,0.2197935599,119.6070444
0.097,0.2143480381,123.0059302
0.098,0.2097600389,125.84022
0.099,0.2060527615,128.0887719
0.1,0.203231955,129.7628
0.101,0.2012931923,130.8900475
0.102,0.2002286762,131.4997048
0.103,0.2000324074,131.6113084
0.104,0.2007031328,131.2303186
0.105,0.2022450092,130.3545418
0.106,0.2046661727,128.9812263
0.107,0.2079755001,127.1131299
0.108,0.2121778923,124.7671058
0.109,0.217268711,121.9835124
0.11,0.2232284055,118.8331772
0.111,0.2300185933,115.4181353
0.112,0.2375806459,111.863961
0.113,0.2458371405,108.3052165
0.114,0.2546956542,104.8689222
0.115,0.2640537797,101.6616545
0.116,0.273804173,98.76353342
0.117,0.2838388008,96.22898665
0.118,0.2940520151,94.09197282
0.119,0.3043424125,92.37288148
0.12,0.3146135767,91.08505034
0.121,0.3247738125,90.23979968
0.122,0.3347349254,89.84957753
0.123,0.3444100513,89.92906227
0.124,0.3537104968,90.4939599
0.125,0.3625415556,91.55669101
0.126,0.3707973367,93.11736465
0.127,0.3783549076,95.14746727
0.128,0.3850687079,97.56351367
0.129,0.3907675471,100.1912852
0.13,0.3952586381,102.7332292
0.131,0.3983448596,104.7747241
0.132,0.3998589117,105.878155
0.133,0.3997065605,105.8789694
0.134,0.3978874609,105.2603336
0.135,0.3944726969,104.2521566
0.136,0.3895798739,103.1052808
0.137,0.3833491528,102.0603225
0.138,0.3759243117,101.3040545
0.139,0.367442441,100.966543
0.14,0.3580308858,101.136568
0.141,0.3478087783,101.8788572
0.142,0.3368911361,103.2468368
0.143,0.3253943744,105.2899884
0.144,0.3134426074,108.0561768
0.145,0.3011742799,111.5886879
0.146,0.2887485386,115.9165731
0.147,0.2763503558,121.0363183
0.148,0.2641927615,126.8842318
0.149,0.2525137918,133.3043772
0.15,0.2415655376,140.0270155
0.151,0.2315941858,146.6811745
0.152,0.2228141252,152.8571437
0.153,0.2153845154,158.2016641
0.154,0.2093984593,162.4949808
0.155,0.2048895995,165.6662365
0.156,0.2018520592,167.7492492
0.157,0.2002644212,168.8155156
0.158,0.2001094659,168.9186178
0.159,0.2013853004,168.0691048
0.16,0.2041067819,166.2474892
0.161,0.2082979057,163.4311175
0.162,0.2139764304,159.6335799
0.163,0.221133734,154.9541625
0.164,0.2297158488,149.6130716
0.165,0.239613151,143.943279
0.166,0.2506633073,138.332177
0.167,0.2626655909,133.1427269
0.168,0.2753995934,128.6570642
0.169,0.2886412979,125.0627995
0.17,0.3021728959,122.4728022
0.171,0.3157859361,120.9578301
0.172,0.3292786441,120.5761683
0.173,0.342447993,121.392511
0.174,0.3550762604,123.4810812
0.175,0.3669110939,126.903397
0.176,0.377638375,131.6372148
0.177,0.3868508978,137.4145777
0.178,0.3940291828,143.4459525
0.179,0.398579437,148.2046577
0.18,0.399990041,149.8636952
0.181,0.3980690845,148.1502865
0.182,0.3930245377,144.2676129
0.183,0.385316889,139.7065525
0.184,0.3754645143,135.6522139
0.185,0.3639282106,132.7331923
0.186,0.3510850558,131.2050561
0.187,0.3372452022,131.1547175
0.188,0.322679815,132.6155186
0.189,0.3076484386,135.6115566
0.19,0.292422777,140.1566163
0.191,0.2773054738,146.217351
0.192,0.2626408339,153.6433858
0.193,0.2488115535,162.0810024
0.194,0.2362142887,170.9254468
0.195,0.2252128104,179.3934561
0.196,0.2160834644,186.7368426
0.197,0.2089819664,192.4712354
0.198,0.2039524743,196.4469876
0.199,0.200971528,198.7382452
0.2,0.2000001549,199.4711564
0.201,0.2010213388,198.7025843
0.202,0.2040531791,196.4013025
0.203,0.2091370667,192.5050449
0.204,0.2163039136,187.0279589
0.205,0.225527511,180.1992067
