"time","TAmb","TDif","TRes","heatCapacitor.T"
0.00000000000000E+00,2.93150000000000E+02,2.00000000000000E+00,2.93150000000000E+02,2.93150000000000E+02
1.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93249916896708E+02,2.93249916896708E+02
2.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93349702296938E+02,2.93349702296938E+02
3.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93449352891644E+02,2.93449352891644E+02
4.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93548866263550E+02,2.93548866263550E+02
5.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93648241754936E+02,2.93648241754936E+02
6.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93747479294559E+02,2.93747479294559E+02
7.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93846579006447E+02,2.93846579006447E+02
8.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.93945541079434E+02,2.93945541079434E+02
9.00000000000000E-02,2.93150000000000E+02,2.00000000000000E+00,2.94044365723659E+02,2.94044365723659E+02
1.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94143053156051E+02,2.94143053156051E+02
1.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94241603595500E+02,2.94241603595500E+02
1.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94340017239313E+02,2.94340017239313E+02
1.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94438294297843E+02,2.94438294297843E+02
1.40000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94536435006046E+02,2.94536435006046E+02
1.50000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94634439590034E+02,2.94634439590034E+02
1.60000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94732308273251E+02,2.94732308273251E+02
1.70000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94830041274460E+02,2.94830041274460E+02
1.80000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.94927638810897E+02,2.94927638810897E+02
1.90000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95025101098711E+02,2.95025101098711E+02
2.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95122428353665E+02,2.95122428353665E+02
2.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95219620791140E+02,2.95219620791140E+02
2.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95316678626236E+02,2.95316678626236E+02
2.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95413602073581E+02,2.95413602073581E+02
2.40000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95510391347330E+02,2.95510391347330E+02
2.50000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95607046661202E+02,2.95607046661202E+02
2.60000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95703568228494E+02,2.95703568228494E+02
2.70000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95799956262068E+02,2.95799956262068E+02
2.80000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95896210974345E+02,2.95896210974345E+02
2.90000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.95992332577305E+02,2.95992332577305E+02
3.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96088321282489E+02,2.96088321282489E+02
3.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96184177300998E+02,2.96184177300998E+02
3.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96279900843501E+02,2.96279900843501E+02
3.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96375492120232E+02,2.96375492120232E+02
3.40000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96470951340991E+02,2.96470951340991E+02
3.50000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96566278715147E+02,2.96566278715147E+02
3.60000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96661474451638E+02,2.96661474451638E+02
3.70000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96756538758973E+02,2.96756538758973E+02
3.80000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96851471845233E+02,2.96851471845233E+02
3.90000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.96946273918071E+02,2.96946273918071E+02
4.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97040945184717E+02,2.97040945184717E+02
4.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97135485851975E+02,2.97135485851975E+02
4.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97229857333450E+02,2.97229857333450E+02
4.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97324134346572E+02,2.97324134346572E+02
4.40000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97418283754312E+02,2.97418283754312E+02
4.50000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97512303935751E+02,2.97512303935751E+02
4.60000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97606194728732E+02,2.97606194728732E+02
4.70000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97699956215201E+02,2.97699956215201E+02
4.80000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97793588558227E+02,2.97793588558227E+02
4.90000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97887091947661E+02,2.97887091947661E+02
5.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.97980466582009E+02,2.97980466582009E+02
5.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98073712662387E+02,2.98073712662387E+02
5.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98166830390512E+02,2.98166830390512E+02
5.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98259819968026E+02,2.98259819968026E+02
5.40000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98352681596275E+02,2.98352681596275E+02
5.50000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98445415476235E+02,2.98445415476235E+02
5.60000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98538021808488E+02,2.98538021808488E+02
5.70000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98630500793217E+02,2.98630500793217E+02
5.80000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98722852630202E+02,2.98722852630202E+02
5.90000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98815077518819E+02,2.98815077518819E+02
6.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98907175638148E+02,2.98907175638148E+02
6.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.98999147178901E+02,2.98999147178901E+02
6.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99090992354050E+02,2.99090992354050E+02
6.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99147859931939E+02,2.99147859931939E+02
6.40000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99141866068939E+02,2.99141866068939E+02
6.50000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99135877530268E+02,2.99135877530268E+02
6.60000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99129894754890E+02,2.99129894754890E+02
6.70000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99123917885189E+02,2.99123917885189E+02
6.80000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99117946964661E+02,2.99117946964661E+02
6.90000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99111982003831E+02,2.99111982003831E+02
7.00000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99106023002235E+02,2.99106023002235E+02
7.10000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99100069955748E+02,2.99100069955748E+02
7.20000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99094122859029E+02,2.99094122859029E+02
7.30000000000000E-01,2.93150000000000E+02,2.00000000000000E+00,2.99088181706333E+02,2.99088181706333E+02
