"time","der_p","der_T"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-03,0.00000000000000E+00,0.00000000000000E+00
4.00000000000000E-03,0.00000000000000E+00,0.00000000000000E+00
6.00000000000000E-03,0.00000000000000E+00,0.00000000000000E+00
8.00000000000000E-03,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
1.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
1.40000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
1.60000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
1.80000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
2.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
2.40000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
2.60000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
2.80000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
3.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
3.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
3.40000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
3.60000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
3.80000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
4.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
4.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
4.40000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
4.60000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
4.80000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
5.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
5.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
5.40000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
5.60000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
5.80000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
6.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
6.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
6.40000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
6.60000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
6.80000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
7.00000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
7.20000000000000E-02,0.00000000000000E+00,0.00000000000000E+00
