"time","step"
0,0
0.10000000149011612,0
0.20000000298023224,0
0.20000000298023224,0
0.30000001192092896,0
0.30000001192092896,0
0.40000000596046448,0
0.5,0
0.5,0
0.60000002384185791,0
0.69999998807907104,0
0.80000001192092896,0
0.80000001192092896,0
0.89999997615814209,0
1,0
1,0
1.1000000238418579,0
1.2000000476837158,0
1.2000000476837158,0
1.2999999523162842,0
1.2999999523162842,0
1.3999999761581421,0
1.5,0
1.5,1
1.6000000238418579,1
1.7000000476837158,1
1.7999999523162842,1
1.7999999523162842,1
1.8999999761581421,1
2,1
2,1
2.0999999046325684,1
2.2000000476837158,1
2.2000000476837158,1
2.2999999523162842,1
2.2999999523162842,1
2.4000000953674316,1
2.5,1
2.5,1
2.5999999046325684,1
2.7000000476837158,1
2.7999999523162842,1
2.7999999523162842,1
2.9000000953674316,1
3,1
3,1
3.0999999046325684,1
3.2000000476837158,1
3.2000000476837158,1
3.2999999523162842,1
3.2999999523162842,1
3.4000000953674316,1
3.5,1
3.5,1
3.5999999046325684,1
3.7000000476837158,1
3.7999999523162842,1
3.7999999523162842,1
3.9000000953674316,1
4,1
4,1
4.0999999046325684,1
4.1999998092651367,1
4.1999998092651367,1
4.3000001907348633,1
4.3000001907348633,1
4.4000000953674316,1
4.5,1
4.5,1
4.5999999046325684,1
4.6999998092651367,1
4.8000001907348633,1
4.8000001907348633,1
4.9000000953674316,1
5,1
5,1
5.0999999046325684,1
5.1999998092651367,1
5.1999998092651367,1
5.3000001907348633,1
5.3000001907348633,1
5.4000000953674316,1
5.5,1
5.5,1
5.5999999046325684,1
5.6999998092651367,1
5.8000001907348633,1
5.8000001907348633,1
5.9000000953674316,1
6,1
6,1
6.0999999046325684,1
6.1999998092651367,1
6.1999998092651367,1
6.3000001907348633,1
6.3000001907348633,1
6.4000000953674316,1
6.5,1
6.5,1
6.5999999046325684,1
6.6999998092651367,1
6.8000001907348633,1
6.8000001907348633,1
6.9000000953674316,1
7,1
7,1
7.0999999046325684,1
7.1999998092651367,1
7.1999998092651367,1
7.3000001907348633,1
7.3000001907348633,1
7.4000000953674316,1
7.5,1
7.5,1
7.5999999046325684,1
7.6999998092651367,1
7.8000001907348633,1
7.8000001907348633,1
7.9000000953674316,1
8,1
8,1
8.1000003814697266,1
8.1999998092651367,1
8.1999998092651367,1
8.3000001907348633,1
8.3000001907348633,1
8.3999996185302734,1
8.5,1
8.5,1
8.6000003814697266,1
8.6999998092651367,1
8.8000001907348633,1
8.8000001907348633,1
8.8999996185302734,1
9,1
9,1
9.1000003814697266,1
9.1999998092651367,1
9.1999998092651367,1
9.3000001907348633,1
9.3000001907348633,1
9.3999996185302734,1
9.5,1
9.5,1
9.6000003814697266,1
9.6999998092651367,1
9.8000001907348633,1
9.8000001907348633,1
9.8999996185302734,1
10,1
10,1
