"time","Piston.frame_a.r_0[1]","Piston.frame_a.r_0[2]","Piston.frame_a.r_0[3]"
0,0.15,0.4,0
0.0005,0.15,0.4,0
0.001,0.15,0.4,0
0.0015,0.15,0.4,0
0.002,0.15,0.4,0
0.0025,0.15,0.4,0
0.003,0.15,0.4,0
0.0035,0.15,0.4,0
0.004,0.15,0.4,0
0.0045,0.15,0.4,0
0.005,0.15,0.4,0
0.0055,0.15,0.4,0
0.006,0.15,0.4,0
0.0065,0.15,0.4,0
0.007,0.15,0.4,0
0.0075,0.15,0.4,0
0.008,0.15,0.4,0
0.0085,0.15,0.4,0
0.009,0.15,0.4,0
0.0095,0.15,0.4,0
0.01,0.15,0.4,0
0.0105,0.15,0.4,0
0.011,0.15,0.4,0
0.0115,0.15,0.4,0
0.012,0.15,0.4,0
0.0125,0.15,0.4,0
0.013,0.15,0.4,0
0.0135,0.15,0.4,0
0.014,0.15,0.4,0
0.0145,0.15,0.4,0
0.015,0.15,0.4,0
0.0155,0.15,0.4,0
0.016,0.15,0.4,0
0.0165,0.15,0.399999,0
0.017,0.15,0.399999,0
0.0175,0.15,0.399999,0
0.018,0.15,0.399999,0
0.0185,0.15,0.399999,0
0.019,0.15,0.399999,0
0.0195,0.15,0.399999,0
0.02,0.15,0.399999,0
0.0205,0.15,0.399999,0
0.021,0.15,0.399999,0
0.0215,0.15,0.399999,0
0.022,0.15,0.399999,0
0.0225,0.15,0.399998,0
0.023,0.15,0.399998,0
0.0235,0.15,0.399998,0
0.024,0.15,0.399998,0
0.0245,0.15,0.399998,0
0.025,0.15,0.399998,0
0.0255,0.15,0.399997,0
0.026,0.15,0.399997,0
0.0265,0.15,0.399997,0
0.027,0.15,0.399996,0
0.0275,0.15,0.399996,0
0.028,0.15,0.399996,0
0.0285,0.15,0.399995,0
0.029,0.15,0.399995,0
0.0295,0.15,0.399994,0
0.03,0.15,0.399993,0
0.0305,0.15,0.399993,0
0.031,0.15,0.399992,0
0.0315,0.15,0.399991,0
0.032,0.15,0.39999,0
0.0325,0.15,0.399989,0
0.033,0.15,0.399988,0
0.0335,0.15,0.399987,0
0.034,0.15,0.399986,0
0.0345,0.15,0.399984,0
0.035,0.15,0.399983,0
0.0355,0.15,0.399981,0
0.036,0.15,0.399979,0
0.0365,0.15,0.399977,0
0.037,0.15,0.399975,0
0.0375,0.15,0.399972,0
0.038,0.15,0.399969,0
0.0385,0.15,0.399966,0
0.039,0.15,0.399963,0
0.0395,0.15,0.399959,0
0.04,0.15,0.399955,0
0.0405,0.15,0.39995,0
0.041,0.15,0.399945,0
0.0415,0.15,0.399939,0
0.042,0.15,0.399933,0
0.0425,0.15,0.399927,0
0.043,0.15,0.399919,0
0.0435,0.15,0.399911,0
0.044,0.15,0.399902,0
0.0445,0.15,0.399892,0
0.045,0.15,0.399881,0
0.0455,0.15,0.399869,0
0.046,0.15,0.399855,0
0.0465,0.15,0.399841,0
0.047,0.15,0.399824,0
0.0475,0.15,0.399807,0
0.048,0.15,0.399787,0
0.0485,0.15,0.399765,0
0.049,0.15,0.399742,0
0.0495,0.15,0.399715,0
0.05,0.15,0.399687,0
0.0505,0.15,0.399655,0
0.051,0.15,0.39962,0
0.0515,0.15,0.399581,0
0.052,0.15,0.399539,0
0.0525,0.15,0.399492,0
0.053,0.15,0.399441,0
0.0535,0.15,0.399384,0
