    "time","Capacitor1.v","IdealDiode3.off"
         0, 282.84271,         1
    5e-005, 282.00797,         1
    0.0001, 281.17324,         1
   0.00015, 280.33854,         0
    0.0002, 279.50416,         0
   0.00025, 278.67085,         0
    0.0003, 277.83935,         0
   0.00035, 277.01028,         0
    0.0004, 276.18414,         0
   0.00045, 275.36137,         0
    0.0005, 274.54228,         0
   0.00055, 273.72709,         0
    0.0006, 272.91591,         0
   0.00065, 272.10876,         0
    0.0007, 271.30555,         0
   0.00075,  270.5061,         0
    0.0008, 269.71012,         0
   0.00085, 268.91722,         0
    0.0009, 268.12693,         0
   0.00095, 267.33866,         0
     0.001, 266.55173,         0
   0.00105, 265.76539,         0
    0.0011, 264.97877,         0
   0.00115, 264.19091,         0
    0.0012, 263.40079,         0
   0.00125, 262.60727,         0
    0.0013, 261.80913,         0
   0.00135,  261.0051,         0
    0.0014, 260.19379,         0
   0.00145, 259.37376,         0
    0.0015,  258.5436,         1
   0.00155,  257.7093,         1
    0.0016, 256.87502,         1
   0.00165, 256.04075,         1
    0.0017, 255.20648,         1
   0.00175, 254.37222,         1
    0.0018, 253.53797,         1
   0.00185, 252.70373,         1
    0.0019,  251.8695,         1
   0.00195,  251.0366,         1
     0.002, 250.20858,         1
   0.00205, 249.38913,         1
    0.0021, 248.58185,         1
   0.00215, 247.79022,         1
    0.0022, 247.01762,         1
   0.00225,  246.2673,         1
    0.0023, 245.54238,         1
   0.00235, 244.84586,         1
    0.0024, 244.18061,         1
   0.00245, 243.54935,         1
    0.0025, 242.95466,         1
   0.00255, 242.39899,         1
    0.0026, 241.88462,         1
   0.00265, 241.41368,         1
    0.0027, 240.98816,         1
   0.00275, 240.60987,         1
    0.0028, 240.28047,         1
   0.00285, 240.00145,         1
    0.0029, 239.77414,         1
   0.00295,  239.5997,         1
     0.003,  239.4791,         1
   0.00305, 239.41317,         1
    0.0031, 239.40255,         1
   0.00315, 239.44771,         1
    0.0032, 239.54894,         1
   0.00325, 239.70635,         1
    0.0033,  239.9199,         1
   0.00335, 240.18935,         1
