"time","TRes"
0,293.15
0.01,293.25
0.02,293.35
0.03,293.449
0.04,293.549
0.05,293.648
0.06,293.747
0.07,293.847
0.08,293.946
0.09,294.044
0.1,294.143
0.11,294.242
0.12,294.34
0.13,294.438
0.14,294.536
0.15,294.634
0.16,294.732
0.17,294.83
0.18,294.928
0.19,295.025
0.2,295.122
0.21,295.22
0.22,295.317
0.23,295.414
0.24,295.51
0.25,295.607
0.26,295.704
0.27,295.8
0.28,295.896
0.29,295.992
0.3,296.088
0.31,296.184
0.32,296.28
0.33,296.376
0.34,296.471
0.35,296.566
0.36,296.661
0.37,296.757
0.38,296.851
0.39,296.946
0.4,297.041
0.41,297.135
0.42,297.23
0.43,297.324
0.44,297.418
0.45,297.512
0.46,297.606
0.47,297.7
0.48,297.794
0.49,297.887
0.5,297.981
0.51,298.074
0.52,298.167
0.53,298.26
0.54,298.353
0.55,298.445
0.56,298.538
0.57,298.631
0.58,298.723
0.59,298.815
0.6,298.907
0.61,298.999
0.62,299.091
0.63,299.148
0.64,299.142
0.65,299.136
0.66,299.13
0.67,299.124
0.68,299.118
0.69,299.112
0.7,299.106
0.71,299.1
0.72,299.094
0.73,299.088
0.74,299.082
0.75,299.076
0.76,299.07
0.77,299.064
0.78,299.059
0.79,299.053
0.8,299.047
0.81,299.041
0.82,299.035
0.83,299.029
0.84,299.023
0.85,299.017
0.86,299.011
0.87,299.006
0.88,299
0.89,298.994
0.9,298.988
0.91,298.982
0.92,298.976
0.93,298.971
0.94,298.965
0.95,298.959
0.96,298.953
0.97,298.947
0.98,298.942
0.99,298.936
1,298.93
1.01,298.924
1.02,298.918
1.03,298.913
1.04,298.907
1.05,298.901
1.06,298.895
1.07,298.89
1.08,298.884
1.09,298.878
1.1,298.872
1.11,298.867
1.12,298.861
1.13,298.855
1.14,298.85
1.15,298.844
1.16,298.838
1.17,298.833
1.18,298.827
1.19,298.821
1.2,298.816
1.21,298.81
1.22,298.804
1.23,298.799
1.24,298.793
1.25,298.787
1.26,298.782
1.27,298.776
1.28,298.77
1.29,298.765
1.3,298.759
1.31,298.754
1.32,298.748
1.33,298.742
1.34,298.737
1.35,298.731
1.36,298.726
1.37,298.72
1.38,298.714
1.39,298.709
1.4,298.703
1.41,298.698
1.42,298.692
1.43,298.687
1.44,298.681
1.45,298.676
1.46,298.67
1.47,298.665
1.48,298.659
1.49,298.654
1.5,298.648
1.51,298.643
1.52,298.637
1.53,298.632
1.54,298.626
1.55,298.621
1.56,298.615
1.57,298.61
1.58,298.604
1.59,298.599
1.6,298.593
1.61,298.588
1.62,298.583
1.63,298.577
1.64,298.572
1.65,298.566
1.66,298.561
1.67,298.555
1.68,298.55
1.69,298.545
1.7,298.539
1.71,298.534
1.72,298.528
1.73,298.523
1.74,298.518
1.75,298.512
1.76,298.507
1.77,298.502
1.78,298.496
1.79,298.491
1.8,298.486
1.81,298.48
1.82,298.475
1.83,298.47
1.84,298.464
1.85,298.459
1.86,298.454
1.87,298.448
1.88,298.443
1.89,298.438
1.9,298.433
1.91,298.427
1.92,298.422
1.93,298.417
1.94,298.411
1.95,298.406
1.96,298.401
1.97,298.396
1.98,298.39
1.99,298.385
2,298.38
2.01,298.375
2.02,298.37
2.03,298.364
2.04,298.359
2.05,298.354
2.06,298.349
2.07,298.343
2.08,298.338
2.09,298.333
2.1,298.328
2.11,298.323
2.12,298.318
2.13,298.312
2.14,298.307
2.15,298.302
2.16,298.297
2.17,298.292
2.18,298.287
2.19,298.282
2.2,298.276
2.21,298.271
2.22,298.266
2.23,298.261
2.24,298.256
2.25,298.251
2.26,298.246
2.27,298.309
2.28,298.402
2.29,298.495
2.3,298.587
2.31,298.68
2.32,298.772
2.33,298.864
2.34,298.956
2.35,299.048
2.36,299.14
2.37,299.231
2.38,299.323
2.39,299.414
2.4,299.506
2.41,299.597
2.42,299.688
2.43,299.779
2.44,299.869
2.45,299.96
2.46,300.051
2.47,300.141
2.48,300.231
2.49,300.321
2.5,300.411
2.51,300.501
2.52,300.591
2.53,300.681
2.54,300.77
2.55,300.86
2.56,300.949
2.57,301.038
2.58,301.127
2.59,301.216
2.6,301.305
2.61,301.394
2.62,301.482
2.63,301.571
2.64,301.659
2.65,301.747
2.66,301.835
2.67,301.923
2.68,301.948
2.69,301.94
2.7,301.931
2.71,301.922
2.72,301.913
2.73,301.905
2.74,301.896
2.75,301.887
2.76,301.878
2.77,301.87
2.78,301.861
2.79,301.852
2.8,301.844
2.81,301.835
2.82,301.826
2.83,301.817
2.84,301.809
2.85,301.8
2.86,301.792
2.87,301.783
2.88,301.774
2.89,301.766
2.9,301.757
2.91,301.748
2.92,301.74
2.93,301.731
2.94,301.723
2.95,301.714
2.96,301.706
2.97,301.697
2.98,301.688
